OverallRating,ReviewHeader,ReviewBody,SeatType,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Food&Beverages,InflightEntertainment,processed,zs_preds,bt_preds,hybrid_labels,topic_keywords,related_terms
4,Food drink expensive,Gatwick Malaga Nothing special nowadays there unfortunately not much difference BA Easyjet Flight left Gatwick late arrived Malaga late BA seat no longer recline Food drink expensive Cream Tea excludes tea Lift game BA product continues get worse,Economy Class,2,3,3,3,0,1,3,gatwick malaga nothing special nowadays unfortunately much difference easyjet left gatwick late arrived malaga late seat longer recline food drink expensive cream tea excludes tea lift game product continues get worse,['In-Flight Experience Issues'],"['Seating Comfort', 'Refund & Compensation Disputes', 'Baggage Problems']","['Refund & Compensation Disputes', 'Seating Comfort', 'Baggage Problems', 'In-Flight Experience Issues']","['refund', 'cabin', 'ground', 'crew', 'entertainment', 'meal', 'seat', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'delay', 'call', 'drink', 'snack', 'dublin', 'comfort', 'number', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'singapore', 'food', 'clothes', 'assist', 'expensive', 'bag', 'email', 'risk', 'compensation', 'rebook', 'missing', 'reservation', 'ticket', 'security', 'legroom']","refund, cabin, ground, crew, entertainment, meal, seat, cancelled, emergency, reschedule, amsterdam, booking, voucher, delay, call, drink, snack, dublin, comfort, number, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, singapore, food, clothes, assist, expensive, bag, email, risk, compensation, rebook, missing, reservation, ticket, security, legroom"
3,British Airways customer review,I flying London Seattle Business Class May 2020 British Airways want around 100 way choose seat All airline I encountered allow Business Class passenger choose seat no additional cost They decided change seat operational reasonss What could reason The plane So BA take 100 I choose seat change seat without asking What I get automated message next time I log BA website tell There number I ring 40 minute waiting phone answered I give,Business Class,3,3,3,1,0,3,3,flying london seattle business class may want around way choose seat encountered allow business class passenger choose seat additional cost decided change seat operational reasonss could reason plane take choose seat change seat without asking get automated message next time log website tell number ring minute waiting phone answered give,"['Airline Staff & Ground Services', 'Booking & Check-in Issues', 'Flight Delays & Cancellations']","['Seating Comfort', 'Food and Beverage', 'Refund & Compensation Disputes', 'Baggage Problems']","['Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Baggage Problems', 'Food and Beverage', 'Booking & Check-in Issues', 'Seating Comfort', 'Flight Delays & Cancellations']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'delay', 'call', 'drink', 'snack', 'dublin', 'comfort', 'number', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'singapore', 'food', 'gatwick', 'clothes', 'assist', 'expensive', 'bag', 'email', 'risk', 'compensation', 'wheelchair', 'rebook', 'missing', 'safety', 'athens', 'reservation', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, cancelled, emergency, reschedule, amsterdam, booking, voucher, delay, call, drink, snack, dublin, comfort, number, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, singapore, food, gatwick, clothes, assist, expensive, bag, email, risk, compensation, wheelchair, rebook, missing, safety, athens, reservation, ticket, security, legroom"
6,food standout problem,London Heathrow Nairobi BA First much weaker Middle Eastern Asian airline I despair The brightest spot trip able use CX lounge Heathrow T3 To cram 14 firstclass seat onto 777 quite achievement But food standout problem board It poor shameful flagcarrier represents Britain badly regard Conversely flight attendant excellent direction I flew First BAs business class poor But never,First Class,3,5,2,3,0,1,3,london heathrow nairobi first much weaker middle eastern asian despair brightest spot trip able use cx lounge heathrow t3 cram firstclass seat onto quite achievement food standout problem board poor shameful flagcarrier represents britain badly regard conversely attendant excellent direction flew first bas business class poor never,"['Seating Comfort', 'Airline Staff & Ground Services', 'In-Flight Experience Issues']","['Baggage Problems', 'Seating Comfort', 'Food and Beverage']","['Airline Staff & Ground Services', 'Baggage Problems', 'Food and Beverage', 'Seating Comfort', 'In-Flight Experience Issues']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'emergency', 'booking', 'delay', 'drink', 'snack', 'dublin', 'comfort', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'singapore', 'food', 'gatwick', 'clothes', 'assist', 'expensive', 'bag', 'risk', 'compensation', 'wheelchair', 'missing', 'safety', 'athens', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, emergency, booking, delay, drink, snack, dublin, comfort, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, singapore, food, gatwick, clothes, assist, expensive, bag, risk, compensation, wheelchair, missing, safety, athens, ticket, security, legroom"
1,came give pillow,Dubai London My husband I traveled together He got business class ticket last minute addon Premium Economy instead After boarded husband came give pillow I got settled started sleeping I woken flight attendant grabbed pillow husband gave saying There lady business class missing pillow I take pillow I told I didnt pillow given I stood told wasnt Ok accuse stealing pillow Ill show husband gave pillow I located husband business class apparently seat 1 extra pillow gave extra one He offered give pillow flight attendant said no need could keep,Premium Economy,1,1,1,1,0,1,3,dubai london husband traveled together got business class ticket last minute addon premium economy instead boarded husband came give pillow got settled started sleeping woken attendant grabbed pillow husband gave saying lady business class missing pillow take pillow told didnt pillow given stood told wasnt ok accuse stealing pillow ill show husband gave pillow located husband business class apparently seat extra pillow gave extra one offered give pillow attendant said need could keep,['Booking & Check-in Issues'],"['Food and Beverage', 'Seating Comfort', 'Booking & Check-in Issues', 'Refund & Compensation Disputes']","['Refund & Compensation Disputes', 'Food and Beverage', 'Booking & Check-in Issues', 'Seating Comfort']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'delay', 'call', 'drink', 'snack', 'comfort', 'number', 'cancel', 'luggage', 'wifi', 'singapore', 'food', 'gatwick', 'expensive', 'bag', 'email', 'risk', 'compensation', 'wheelchair', 'rebook', 'safety', 'athens', 'reservation', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, cancelled, emergency, reschedule, amsterdam, booking, voucher, delay, call, drink, snack, comfort, number, cancel, luggage, wifi, singapore, food, gatwick, expensive, bag, email, risk, compensation, wheelchair, rebook, safety, athens, reservation, ticket, security, legroom"
4,service need training,London Cape Town Gone day British Airways great airline Weird seat configuration service need training horrible food no internet business class basic service offered airline not BA,Business Class,4,2,3,3,0,1,3,london cape town gone day great weird seat configuration service need training horrible food internet business class basic service offered,"['Airline Staff & Ground Services', 'Seating Comfort']","['Food and Beverage', 'Baggage Problems']","['Airline Staff & Ground Services', 'Seating Comfort', 'Baggage Problems', 'Food and Beverage']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'emergency', 'booking', 'delay', 'drink', 'snack', 'dublin', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'food', 'clothes', 'gatwick', 'assist', 'expensive', 'bag', 'risk', 'compensation', 'wheelchair', 'missing', 'safety', 'athens', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, emergency, booking, delay, drink, snack, dublin, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, food, clothes, gatwick, assist, expensive, bag, risk, compensation, wheelchair, missing, safety, athens, ticket, security, legroom"
1,packed seating,Rio de Janeiro London Economy packed seating awful food narrow seat uncomfortable expensive add ons seat choice luggage try match Norwegian pricing Rio route IFE iffy My back leg terrible 3 day I paid 77 exit seat breakfast served unfit I took drink food item Long haul getting short Come prepared,Economy Class,1,3,1,2,0,1,1,rio de janeiro london economy packed seating awful food narrow seat uncomfortable expensive add ons seat choice luggage try match norwegian pricing rio route ife iffy back leg terrible day paid exit seat breakfast served unfit took drink food item long haul getting short come prepared,"['Seating Comfort', 'Baggage Problems', 'Booking & Check-in Issues']","['Baggage Problems', 'Food and Beverage', 'Seating Comfort']","['Baggage Problems', 'Food and Beverage', 'Booking & Check-in Issues', 'Seating Comfort']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'emergency', 'booking', 'delay', 'drink', 'snack', 'dublin', 'comfort', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'singapore', 'food', 'gatwick', 'clothes', 'assist', 'expensive', 'bag', 'risk', 'compensation', 'wheelchair', 'missing', 'safety', 'athens', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, emergency, booking, delay, drink, snack, dublin, comfort, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, singapore, food, gatwick, clothes, assist, expensive, bag, risk, compensation, wheelchair, missing, safety, athens, ticket, security, legroom"
1,require transit visa,Johannesburg Dublin via London I get counter require transit visa Since terminal even There no support guidance remorse staff I also non refundable hotel booking Dublin BA need communicate change,Economy Class,1,1,1,1,0,3,3,johannesburg dublin via london get counter require transit visa since terminal even support guidance remorse staff also non refundable hotel booking dublin need communicate change,['Airline Staff & Ground Services'],"['Flight Delays & Cancellations', 'Baggage Problems', 'Refund & Compensation Disputes']","['Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Flight Delays & Cancellations', 'Baggage Problems']","['connecting', 'refund', 'ground', 'cabin', 'entertainment', 'change', 'crew', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'standby', 'delay', 'call', 'dublin', 'number', 'loyalty', 'cancel', 'luggage', 'delayed', 'sister', 'name', 'baggage', 'lost', 'food', 'clothes', 'assist', 'expensive', 'bag', 'email', 'risk', 'pm', 'compensation', 'rebook', 'missing', 'ticket', 'reservation', 'security']","connecting, refund, ground, cabin, entertainment, change, crew, cancelled, emergency, reschedule, amsterdam, booking, voucher, standby, delay, call, dublin, number, loyalty, cancel, luggage, delayed, sister, name, baggage, lost, food, clothes, assist, expensive, bag, email, risk, pm, compensation, rebook, missing, ticket, reservation, security"
3,backward facing seat,Las Vegas Paris via London The staff great 747 uncomfortable flight business class Ive experienced The aisle seat felt like I sitting aisle business class configuration 242 Thats tight squeeze Andthere backward facing seat The seat not uncomfortable many thing wrong configuration I glad I didnt pay full price flight,Business Class,1,4,4,1,0,3,1,las vegas paris via london staff great uncomfortable business class ive experienced aisle seat felt like sitting aisle business class configuration thats tight squeeze andthere backward facing seat seat uncomfortable many thing wrong configuration glad didnt pay full price,"['Seating Comfort', 'In-Flight Experience Issues', 'Booking & Check-in Issues']","['Baggage Problems', 'Food and Beverage']","['Baggage Problems', 'Food and Beverage', 'Booking & Check-in Issues', 'Seating Comfort', 'In-Flight Experience Issues']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'emergency', 'booking', 'delay', 'drink', 'snack', 'dublin', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'food', 'clothes', 'gatwick', 'assist', 'expensive', 'bag', 'risk', 'compensation', 'wheelchair', 'missing', 'safety', 'athens', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, emergency, booking, delay, drink, snack, dublin, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, food, clothes, gatwick, assist, expensive, bag, risk, compensation, wheelchair, missing, safety, athens, ticket, security, legroom"
1,I want refund,BA cancelled return flight 09Feb20 Geneva Gatwick due storm Ciara They rebooked onto later flight cancelled well Since I heard nothing I left buy new return flight Ive tried calling several time every day not answering phone claiming busy talk customer They cancelled flight I want refund far no way getting,Economy Class,3,3,1,1,0,3,3,cancelled return 09feb20 geneva gatwick due storm ciara rebooked onto later cancelled well since heard nothing left buy new return ive tried calling several time every day answering phone claiming busy talk customer cancelled want refund far way getting,"['Refund & Compensation Disputes', 'Flight Delays & Cancellations']",['Seating Comfort'],"['Refund & Compensation Disputes', 'Seating Comfort', 'Flight Delays & Cancellations']","['risk', 'cabin', 'crew', 'entertainment', 'delay', 'meal', 'comfort', 'wifi', 'seat', 'drink', 'snack', 'singapore', 'food', 'legroom', 'expensive', 'bag']","risk, cabin, crew, entertainment, delay, meal, comfort, wifi, seat, drink, snack, singapore, food, legroom, expensive, bag"
1,Arriving late board,I fly Melbourne Manchester via London Singapore July 2019 Arriving late board Heathrow flight CheckInStaff discussed dilemma supervisor Only option find way Heathrow I somehow managed get Heathrow time Singapore Melbourne Boarding Pass issued I told Manchester Heathrow flight missed Heathrow Singapore cancelled,Economy Class,2,3,1,1,0,2,3,fly melbourne manchester via london singapore july arriving late board heathrow checkinstaff discussed dilemma supervisor option find way heathrow somehow managed get heathrow time singapore melbourne boarding pass issued told manchester heathrow missed heathrow singapore cancelled,['Flight Delays & Cancellations'],['Baggage Problems'],"['Flight Delays & Cancellations', 'Baggage Problems']","['refund', 'ground', 'emergency', 'booking', 'delay', 'dublin', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'baggage', 'lost', 'clothes', 'assist', 'bag', 'risk', 'compensation', 'missing', 'ticket', 'security']","refund, ground, emergency, booking, delay, dublin, loyalty, cancel, luggage, sister, name, baggage, lost, clothes, assist, bag, risk, compensation, missing, ticket, security"
3,pathetic premium cabin,Madrid London I keep giving BA benefit doubt thing getting worse not better This A321 cramped business class seat no middle table frankly pathetic premium cabin Despite every statement make catering improvement simply refer meal photo route 2016 2017 see severely cut back meal portion cost Iberia staff Madrid nice cabin staff okay overall Club Europe not worth money dont waste money,Business Class,2,3,3,2,0,2,1,madrid london keep giving benefit doubt thing getting worse better a321 cramped business class seat middle table frankly pathetic premium cabin despite every statement make catering improvement simply refer meal photo route see severely cut back meal portion cost iberia staff madrid nice cabin staff okay overall club europe worth money dont waste money,"['Seating Comfort', 'Airline Staff & Ground Services', 'Booking & Check-in Issues']","['Seating Comfort', 'Refund & Compensation Disputes', 'Baggage Problems', 'Food and Beverage']","['Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Baggage Problems', 'Food and Beverage', 'Booking & Check-in Issues', 'Seating Comfort']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'delay', 'call', 'drink', 'snack', 'dublin', 'comfort', 'number', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'singapore', 'food', 'gatwick', 'clothes', 'assist', 'expensive', 'bag', 'email', 'risk', 'compensation', 'wheelchair', 'rebook', 'missing', 'safety', 'athens', 'reservation', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, cancelled, emergency, reschedule, amsterdam, booking, voucher, delay, call, drink, snack, dublin, comfort, number, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, singapore, food, gatwick, clothes, assist, expensive, bag, email, risk, compensation, wheelchair, rebook, missing, safety, athens, reservation, ticket, security, legroom"
3,disappointing service,Las Vegas Gatwick A disappointing service Club World felt like I travelling economy attitude Especially considering high cost flight Ive paid half much less business class return Australia We got bad start offered one third glass champagne 2 cm bottom glass My initial drink take not I ordered I queried I got lecture No wine arrived dinner I asked second time stock first choice no second glass wine offered Yes I could used call button 13 glass champagne one glass wine offered 10 hour business class flight Other initial bottle water glass water dinner no water offered I got went galley ask The good news food good well presented Although promised menu selection pastry breakfast not served I later walked past galley see crew eating breakfast We dutifully filled preorder card breakfast find asked breakfast Sleeping impossible due temperature high I actually thought I fever I drenched sweat I spoke colleague Im used flying ultra long haul Middle Eastern airline Im used hot cabin crazy Only crew dropped temperature hour landing presumably wake u bearable enough sleep Combined dry cabin air unpleasant No need say anything much eight across seating I know seat upgraded next year cramped sitting next window I like semireclined position take landing though I fairly big shoulder found seat width restrictive There nowhere put spectacle bottle water lying Being second aisle join economy passenger queuing disembark wasnt quick At no point member cabin crew introduce via general PA announcement The seat I forgive addressed service budget airline level Really BA need much much better The ground staff Las Vegas fast friendly efficient The lounge something dark age 1970s wooden panel,Business Class,2,2,4,1,0,2,4,las vegas gatwick disappointing service club world felt like travelling economy attitude especially considering high cost ive paid half much less business class return australia got bad start offered one third glass champagne cm bottom glass initial drink take ordered queried got lecture wine arrived dinner asked second time stock first choice second glass wine offered yes could used call button glass champagne one glass wine offered business class initial bottle water glass water dinner water offered got went galley ask good news food good well presented although promised menu selection pastry breakfast served later walked past galley see crew eating breakfast dutifully filled preorder card breakfast find asked breakfast sleeping impossible due temperature high actually thought fever drenched sweat spoke colleague im used flying ultra long haul middle eastern im used hot cabin crazy crew dropped temperature landing presumably wake u bearable enough sleep combined dry cabin air unpleasant need say anything much eight across seating know seat upgraded next year cramped sitting next window like semireclined position take landing though fairly big shoulder found seat width restrictive nowhere put spectacle bottle water lying second aisle join economy passenger queuing disembark wasnt quick point member cabin crew introduce via general pa announcement seat forgive addressed service budget level really need much much better ground staff las vegas fast friendly efficient lounge something dark age 1970s wooden panel,"['Seating Comfort', 'In-Flight Experience Issues']",['Seating Comfort'],"['Seating Comfort', 'In-Flight Experience Issues']","['risk', 'cabin', 'crew', 'entertainment', 'delay', 'meal', 'comfort', 'wifi', 'seat', 'drink', 'snack', 'singapore', 'food', 'legroom', 'expensive', 'bag']","risk, cabin, crew, entertainment, delay, meal, comfort, wifi, seat, drink, snack, singapore, food, legroom, expensive, bag"
5,roller coaster incompetence,San Diego Stockholm via London Had I written review immediately landing would zero ten But I realise would unfair BA game two half The inflight experience immeasurably improved year ago The food Club excellent cabin crew attentive professional pilot best industry IFE absolutely fine The Club World product competitive better European airline Lufthansa street ahead US carrier The problem start anything go wrong frequently given mostly old fleet especially noncore route In case flight cancelled due inbound aircraft ancient 747 going technical Then comedy error First hotel voucher said Holiday Inn There 15 San Diego cue horde passenger looking shuttle bus wrong place arriving hotel no booking etc etc Next replacement flight The clunky app kept saying error reason Eventually full website PC showed replacement flight But no booking ref statement offered confirmed whatever On calling BA wouldnt talk I failed security I didnt know billing address specific booking done company travel department despite full executive club account associated booking could used The next day I went take replacement flight Alaska Airlines Newark SAS Stockholm Despite getting boarding card making seat plane I pulled minute takeoff BA not paid flight A reservation created no ticket issued BA booked roundabout route back via Chicago plus 12 hour layover 4am 4pm getting home 36 hour original reservation Later I spotted next BA flight would get home much sooner ticket available online I not When I called no explanation agreed exceptionally change flight I complained Finally I arrived home 24 hour delay roller coaster incompetence In summary go well BA better staff heroic inflight job But old plane rubbish back office IT infrastructure plain incompetence mean airline hell anything go wrong And bear mind I travelling business class know treat economy passenger,Business Class,5,5,1,3,0,5,3,san diego stockholm via london written review immediately landing would zero ten realise would unfair game two half inflight experience immeasurably improved year ago food club excellent cabin crew attentive professional pilot best industry ife absolutely fine club world product competitive better european lufthansa street ahead us carrier problem start anything go wrong frequently given mostly old fleet especially noncore route case cancelled due inbound aircraft ancient going technical comedy error first hotel voucher said holiday inn san diego cue horde passenger looking shuttle bus wrong place arriving hotel booking etc etc next replacement clunky app kept saying error reason eventually full website pc showed replacement booking ref statement offered confirmed whatever calling wouldnt talk failed security didnt know billing address specific booking done company travel department despite full executive club account associated booking could used next day went take replacement alaska airlines newark sas stockholm despite getting boarding card making seat plane pulled minute takeoff paid reservation created ticket issued booked roundabout route back via chicago plus layover 4am 4pm getting home original reservation later spotted next would get home much sooner ticket available online called explanation agreed exceptionally change complained finally arrived home delay roller coaster incompetence summary go well better staff heroic inflight job old plane rubbish back office infrastructure plain incompetence mean hell anything go wrong bear mind travelling business class know treat economy passenger,"['Booking & Check-in Issues', 'In-Flight Experience Issues', 'Airline Staff & Ground Services']","['Refund & Compensation Disputes', 'Seating Comfort', 'Flight Delays & Cancellations', 'Baggage Problems']","['Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Baggage Problems', 'Flight Delays & Cancellations', 'Booking & Check-in Issues', 'Seating Comfort', 'In-Flight Experience Issues']","['connecting', 'refund', 'cabin', 'ground', 'crew', 'entertainment', 'change', 'meal', 'seat', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'standby', 'delay', 'call', 'drink', 'snack', 'dublin', 'comfort', 'number', 'loyalty', 'cancel', 'luggage', 'delayed', 'sister', 'name', 'wifi', 'baggage', 'lost', 'singapore', 'food', 'clothes', 'assist', 'expensive', 'bag', 'email', 'risk', 'pm', 'compensation', 'rebook', 'missing', 'ticket', 'reservation', 'security', 'legroom']","connecting, refund, cabin, ground, crew, entertainment, change, meal, seat, cancelled, emergency, reschedule, amsterdam, booking, voucher, standby, delay, call, drink, snack, dublin, comfort, number, loyalty, cancel, luggage, delayed, sister, name, wifi, baggage, lost, singapore, food, clothes, assist, expensive, bag, email, risk, pm, compensation, rebook, missing, ticket, reservation, security, legroom"
5,saving grace superb cabin staff,London Heathrow Bangkok Done route time British Airways year first time probably last economy old plane need upgrade poor entertainment system Uncomfortable seat especially 10 hour flight I know theyre starting upgrade plane still long time away The saving grace superb cabin staff economy,Economy Class,2,4,4,2,0,4,1,london heathrow bangkok done route time year first time probably last economy old plane need upgrade poor entertainment system uncomfortable seat especially know theyre starting upgrade plane still long time away saving grace superb cabin staff economy,"['Flight Delays & Cancellations', 'In-Flight Experience Issues', 'Airline Staff & Ground Services']",['Food and Beverage'],"['Airline Staff & Ground Services', 'Flight Delays & Cancellations', 'In-Flight Experience Issues', 'Food and Beverage']","['cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'emergency', 'drink', 'snack', 'wifi', 'food', 'gatwick', 'expensive', 'bag', 'wheelchair', 'safety', 'athens', 'security', 'legroom']","cabin, ground, chip, crew, entertainment, meal, seat, emergency, drink, snack, wifi, food, gatwick, expensive, bag, wheelchair, safety, athens, security, legroom"
1,refund seat assignment,I purchased roundtrip ticket wife I travel Orlando Florida Accra Ghana I purchased advance seat assignment Unfortunately British Airways gave seat I paid one four international leg roundtrip I fighting British Airways get refund seat assignment They provided refund 234 Despite several phone call filing multiple online call providing detailed fightcontinues Their customer service really poor I never purchase advance seat assignment,Economy Class,1,1,1,1,0,1,1,purchased roundtrip ticket wife travel orlando florida accra ghana purchased advance seat assignment unfortunately gave seat paid one four international leg roundtrip fighting get refund seat assignment provided refund despite several phone call filing multiple online call providing detailed fightcontinues customer service really poor never purchase advance seat assignment,"['Booking & Check-in Issues', 'Refund & Compensation Disputes', 'Flight Delays & Cancellations']","['Food and Beverage', 'Seating Comfort', 'Booking & Check-in Issues', 'Refund & Compensation Disputes']","['Refund & Compensation Disputes', 'Food and Beverage', 'Booking & Check-in Issues', 'Seating Comfort', 'Flight Delays & Cancellations']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'delay', 'call', 'drink', 'snack', 'comfort', 'number', 'cancel', 'luggage', 'wifi', 'singapore', 'food', 'gatwick', 'expensive', 'bag', 'email', 'risk', 'compensation', 'wheelchair', 'rebook', 'safety', 'athens', 'reservation', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, cancelled, emergency, reschedule, amsterdam, booking, voucher, delay, call, drink, snack, comfort, number, cancel, luggage, wifi, singapore, food, gatwick, expensive, bag, email, risk, compensation, wheelchair, rebook, safety, athens, reservation, ticket, security, legroom"
3,Layout Boeing 787 cabin poor,San Jose Amsterdam via London Layout Boeing 787 cabin poor rearmost seat not luggage bin row 4244 D E F In addition crew fill bin outer seat row 4243 K J bag blanket I would not recommend BA 787,Economy Class,1,1,2,3,0,2,3,san jose amsterdam via london layout boeing cabin poor rearmost seat luggage bin row e f addition crew fill bin outer seat row k j bag blanket would recommend,"['Baggage Problems', 'Seating Comfort', 'Airline Staff & Ground Services']","['Baggage Problems', 'Food and Beverage', 'Seating Comfort']","['Airline Staff & Ground Services', 'Baggage Problems', 'Food and Beverage', 'Seating Comfort']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'emergency', 'booking', 'delay', 'drink', 'snack', 'dublin', 'comfort', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'singapore', 'food', 'gatwick', 'clothes', 'assist', 'expensive', 'bag', 'risk', 'compensation', 'wheelchair', 'missing', 'safety', 'athens', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, emergency, booking, delay, drink, snack, dublin, comfort, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, singapore, food, gatwick, clothes, assist, expensive, bag, risk, compensation, wheelchair, missing, safety, athens, ticket, security, legroom"
1,luggage not loaded,Singapore Paris via London The flight ok dated seating shakey arm not comfortable serviceable experience However luggage not loaded onto flight second time happened BA despite 13 hour flight 2 hour stopover 1 hour flight Paris BA not make effort inform u time issue Instead travelling around 17 hour wait baggage come clear realised missing Being Sunday shop close lunchtime also left little time buy emergency item despite knowing hadnt loaded baggage could not find way send quicker 24 hour arrival meaning 2 3 day Paris spent without luggage,Business Class,3,4,1,2,0,4,4,singapore paris via london ok dated seating shakey arm comfortable serviceable experience however luggage loaded onto second time happened despite stopover paris make effort inform u time issue instead travelling around wait baggage come clear realised missing sunday shop close lunchtime also left little time buy emergency item despite knowing hadnt loaded baggage could find way send quicker arrival meaning day paris spent without luggage,"['Baggage Problems', 'Flight Delays & Cancellations']",['Flight Delays & Cancellations'],"['Flight Delays & Cancellations', 'Baggage Problems']","['connecting', 'refund', 'ground', 'cabin', 'entertainment', 'change', 'reschedule', 'booking', 'voucher', 'standby', 'delay', 'cancel', 'luggage', 'delayed', 'lost', 'food', 'expensive', 'risk', 'pm', 'compensation', 'ticket', 'reservation', 'security']","connecting, refund, ground, cabin, entertainment, change, reschedule, booking, voucher, standby, delay, cancel, luggage, delayed, lost, food, expensive, risk, pm, compensation, ticket, reservation, security"
