OverallRating,ReviewHeader,ReviewBody,SeatType,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Food&Beverages,InflightEntertainment
5,average airline,great thing always a380 economy section upstairs get allow small storage cupboard window seat despite not old a380 look tired inside broken side storage seat decline uncontrollably slow react food suppose christmas dinner 3 water thin bit dry turkey 4 cook sprout cure potato poor taste quality mouse desert great though slight issue snack meal order child option mark regular meal arrive well exactly ask crew member tell difference stick box staff ok couple decent mostly ok overall seem cheap day great sit upstairs enjoyment end seem bit dull like average airline,Economy Class,3,2,3,2,0,3,4
1,luggage delay,staff friendly plane cold shivering give light blanket not enough meal basic entertainment basic luggage delay today day 6 staff phone say call 72 hour crack system vague extract information staff arrive vancouver jan offer collect baggage vague answer call airport ask phone number yer say dont phone number call call main airport policy state make claim 21 day,Economy Class,1,5,1,1,0,1,1
1,bad business class experience give ever,probably bad business class experience give ever airline issue require purchase seat international club world business class not make know ticket purchase process cost additional 600 single leg lhrlax family four give strange business class seat layout a380s leave seat selection change could disastrous family ridiculously long board time even small aircraft viewer leg board time a320 50 minute long lead delay departure no urgency part staff speed board time severe overcrowd board area satellite c terminal 5 heathrow boarding staff would not allow passenger enter hop queue area board no idea not crowd extreme overall boarding area far small a380 believe satellite design build first a380s deliver online checking advance flight appear completely break urge repeatedly webster via email text unload could document even though end 2022 no could document require travel fill basic contact information webster not unload could documentation informed several hour later could document verify receive another text message urge unload could documentation viewer leg shopbacom page one direct attempt connect wife plane indicate ridiculously incorrect remain flight time six hour four hour land lounge club europe club world heathrow often seriously overcrowded furniture cart finish club wear dirty say food lounge pretty good quality food quality lounge heathrow may redeem thing airline board food beverage service far average international business class terrible one might say lhrlax leg no repeal beverage service no midnight beverage service unlike business class offering airline no take meal order flight attendant begin flight meal bring haphazardly shortly take chicken fish type meal selection similar economy class no coffee tea service meal food quality poor pretend snack ploughman lunch downright disgust no beverage bar set galley area beverage available passenger flight standard international business class offering even bottle water seem hidden away require one ask flight attendant water wont comment bizarre seat layout a380 others rightly plan awkwardness extremely poor design seat seat not 6 2 long state webster find seat short 6 2 height priority luggage tag not follow baggage delivery,Business Class,1,2,1,1,0,1,1
2,not recommended business class,definitely not recommend especially business class seat ridiculous small food mediocre good luck internet even pay full internet entire flight service however great attendant save cry dont know design aircraft expensive business class order move middle seat go bathroom must rudely climb person leg sit aisle seat seat like enclose tiny auricle no storage space give unfortunately travel always business class least 4 time within last 4 month never unless no choice way business class lounge south heathrow cattle pen,Business Class,2,5,2,1,0,2,1
8,surprisingly good product,scuttle service across still surprisingly good product compare long haul always get best comment time reasonable price work well fresh crew no queue long distance walk dont know still offer could style bottle water snack stretch cup tea snack would great add service currently line sky cafe fiddle work get connect short trip,Economy Class,4,5,5,4,1,3,3
6,maybe old charm return soon,must admit like many others tend avoid long haul possible due many poor review first ride a380 day exception say aircraft immaculate economy seat really comfortable work want interesting anyway get map screenshot lunch poor quality plenty nice white wine alcoholic drink make cabin crew pleasant poor groove let skirt trouser suit long sleeve short jacket waistcoat cardigan time could do well think baggage delivery really quick humming well still not come back not yet maybe old charm return soon,Economy Class,5,3,5,4,0,1,1
4,pay reserve specific seat,update business class cabin 8 across 77 not much travel facing backwards cabin staff pas food ray across front passenger pay business class fare pay reserve specific seat antiquate idea cabin staff fine food acceptable checking ok business lounge breakfast acceptable lack space seat area small screen disfunctional entertainment equipment disappointing step recline passenger foot not attractive,Business Class,3,4,4,3,0,4,2
4,upgrade worth,pay 200 day flight upgrade economy premium economy check could not find booking little wait rang someone explain upgrade get delete system check agent see take 5 minute resolve seat nice enough storage pocket front bit small food reasonably nice shame bathroom way back economy bit queue system good selection mediocre bad part flight cut remote stand busy passport control quickly take absolute age get luggage ruin would otherwise reasonable flight upgrade worth 200 maybe 300 long flight offer 200 whatever premium economy comedy prick score luggage frisco would 7 8 10 luggage frisco rate 410,Premium Economy,3,4,2,3,0,4,2
3,disappointing meal,webster not work wildly delete flight come flight day departure chaos cape town airport hundred quote computer chaos gate no queue management premium passenger nice new a350 smart new club suite champagne warm cabin crew say impossible serve cold not true air france manage disappointing meal wine serve late food finish time arrive cheese ice cold tactless champagne white wine fridge use cheese good system mediocre film selection disappoint breakfast overall 3 10 flew air france business month way well sad become,Business Class,4,3,1,2,0,2,2
1,minimal communication team,absolutely terrible experience always short flight london heathrow frankfort get suitcase time next flight chatham pacific melbourne despite 3 hour gap two flight tell would arrange suitcase transfer directly melbourne instead get long long leave finally trace send back london happen christmas distressful yet minimal communication team plane crew may lovely service outside nothing short dreadful give option avoid fly future,Economy Class,3,3,1,1,0,3,3
1,felt disguise misinform,vancouver delhi via london book fly vancouver new delhi via london heathrow dec receive email dec inform u industrial action call find may impact travel representative kind scar u possibly strange travel offer u full refund call confirm option not offer solution ask cancel ticket tell u cancellation fee book new ticket another airline double cost trip urgent simultaneously tell u no longer cancel ticket system promise u make happen tell u would get full refund process cancellation 5 hour later remain u ticket cancel suggest cancel new ticket find another airline lose 100 conceal new ticket representative claim never say wont service available ask u worry industrial action arrangement make issue new information never give u keep away ticket next day ask speak manager report disguise whole situation never hear back manager long check 15 hour take find van flight cancel due bad weather vancouver not receive email airport airline change call asked rearrangement flight offer rebuke additional 700100 per person price difference date offer 7 day original flight suppose leave additional cancel rest flight could not reach since first flight cancel pay 100 cancellation fee get refund frustrated overall experience no accommodation accountability want charge u service change possible phone 15 hour flight could book get sell customer service person would take 1520 minute real search question option ask frustration experience lose time money ruin holiday completely demand speak manager not want take accountability team give u small discount cancellation fee total phone 2 day back forth without resolution felt disguise misinform unfair policy towards customer not feel take care pay price misinformation flight not cancel trouble spend christmas without family miss urgent reason travel,Economy Class,3,3,3,1,0,3,3
8,flight perfectly time,old a320 narrow pitch flight perfectly time constant announcement cockpit friendly staff free chip water quick luggage delivery,Economy Class,3,3,4,5,1,2,3
3,treat customer like idiot,another stable start well excellent check first mid afternoon avoid early morning even serum concord lounge excellent service great choice cocktail wine etc food ok bit overlooked pretty reasonable call boarding gate chaos people jostle position get plane people child 5 call 8 people first bankroll flight well 5 get tell none light first dim light night like detain interrogated excellent wine champagne selection dinner menu hand ill draw cocktail start please no wont load one 8 people guy get bet felt like lottery ok ill beef wellington basically freezing slice beef lecture main ill carry no wont substitute christmas dinner go malady get away christmas end short rib incredible no salad start no water offer no bread roll eat basically husband spent 2000 2 return seat blind light leave starve no apology watch virgin start fly direct october always rest laurel treat customer like idiot,First Class,2,2,3,1,0,1,1
1,cancel 4 hour take,cancel flight home heathrow dec face sensible weather iceland appal however not acceptable flight cancel 4 hour take time time already struggle dreadful drive condition get airport get nowhere near condition become bad take advice would spar everyone need try travel road end closed book onto flight must downgrade sin check today type not cancel flight despite road keflavk close not check thing help offer not really,Economy Class,2,3,1,1,0,3,3
1,use airline,cancel flight home last flight day heathrow tried push onto another flight london city 3 hour later car heathrow want try cross london late night public transport luggage especially rail strike announce around time book flight home lufthansa cost 500 economy seat least get home heathrow another terminal friday night could get home family still no news refund 500 2 month shame fly use pleasurable experience cancel move one leg every journey book year regrettable use airline much well reliability customer service,Business Class,3,4,1,1,0,3,3
2,suitcase arrive,turn 35 hour advance terminal 5 london heathrow already carnage 100 people try check 5 desk man long queue security due 4 line open people stress push shout flight delay 2 hour accord pilot delay due suitcase need load missed connecting flight dora 12 hour wait til next one receive voucher approve 6 whole day arrive 1 day later suitcase arrive file claim desk 5 day no update no information no offer compensation no solution offer spoil holiday many personal belonging go gifts miss extensive expense dont know reimburse beware expect low level zero customer service old plane zero help anything go wrong miss personally avoid future cost,Economy Class,2,2,1,1,0,2,2
2,cabin crew treat passenger inconvenience,board gate law call group 1 board world traveller plus group 3 call anyone group 26 whereupon everyone else urge forward numbered board group dont use cabin crew treat passenger inconvenience move plane one point passenger come toilet crew member approach crew member push door close push back toilet go past without even word no acknowledgment stand aside let past service final row six total 48 seat lunch meal bring last people serve not unusual back row seat come u vegetarian option leave 3 menu option cabin steward say give 48 meal second hot meal serve landed server get u last vegetarian option leave ask might not possible commence serve second meal back front choice least one meal say think food incredible vegetarian cannelloni past thick unhook neither u could eat bread roll crisp like toast bottom half soft top half thing could eat baby meal snack consist 2 biscuit pack shortbread pretty basic drink run red wine 4 hour hour flight toilets no toilet accessible directly section walk halfway plane economy reach share toilet fly virgin atlantic 2 month equivalent premium economy much well organise board sparkle wine orange boarding water orange food option available even last row seat well food proper glassescups drink dedicate toilet access help snack helpful service cabin crew not look fly virgin future,Premium Economy,4,1,1,1,0,1,3
5,luggage finally deliver thursday,miss baggage customer service worst give ever experience arrive back phoenix sunday even air tag show bag arrive monday take three day finally deliver understood due delay cause freeze fog london luggage not make onto final flight fill required form phoenix airport attempt fill one online receive message say bag already report miss enter crack code send via email no email receive make phone call daily tell message send hear back within 24 hour finally email crack number receive tuesday night go online cracking number wednesday request provide information give form airport luggage finally deliver thursday afternoon,Premium Economy,3,5,1,4,0,4,3
6,improvement need ground staff,always not flag carrier use check staff club europe area not display premium service not provide good overall service gallery south lounge busy food good good array salad past bread hot food available festive turkey ham pie particularly good flight delay busy tuesday even board process distressful due lack queue management system majority passenger congregation around gate despite use group system board take almost board 240 passenger flight good good club meal service bar service good seem do away champagne board also lounge menu hand prior departure good food offering length flight food good beef cheek serve vegetable choose always expel watering not change seat standard economy seat table middle seat club europe standard practice seat comfortable limited leg room cabin clean presentable tidy no issue a321 feature wife contains good landing page flight information access speedbird cafe menu access bacon good pricking strategy either essay streaming also overall airline still good world player clear improvement need ground staff cabin manager good crew club not display expect behaviour business class keep touch face not make eye contact passenger seem uninterested like not want,Business Class,4,4,1,4,1,5,3
1,appal uncomfortable flight,stupidly try five year gap pay 700 wife go barbadoes thought new business class layout might rival virgin atlantic route six month ago announce twitch plane old antique pushmepullyou layout late reorganize holiday logistics sure enough suffer appal uncomfortable flight no room eight seat across worn fit incredible food surly fa,Business Class,1,1,1,1,0,1,1
8,cabin crew good,seat horribly narrow 343 77 thankful flight quarter full able stretch food beverage service good great proper beer not cup forth overflow cabin crew good book ticket include travel later always well,Economy Class,2,5,3,5,1,4,4
3,late delay,glasgow london delayed 1 hour wife accept flight late delay rarely time long accept wont disappointed plan ahead high risk delay connect another airline oneworld extremely risky,Business Class,5,5,5,3,0,3,3
6,learn lesson late upgrade,try check online offer upgrade premium economy 300 decide take webster allow choose seat check phone happy call pick quickly tell change book check airport turn three hour flight tell two adjacent aisle seat economy switch middle seat row four premium check agent helpful fix suggest try desk aside desk understaffed reach front line tell try board gate gate finally manage get one aisle seat one window not sit together go flight surprisingly good decent food good service fly back economy want bad either flight attendant friendly enthusiastic emma daniel look u could not better give obviously learned lesson late upgrade everything else good,Premium Economy,3,4,3,3,1,3,3
3,no curtain business economy class,flew prague excellent service attentive staff first drink service meal service choice three meal later second drink service reality excellent flight couple day later fly back prague boarding total chaos board service not really call service no curtain business economy class later cause people endless pass get toilet meal service could not get professional 5 row take two gun nearly 30 mind serve constantly interrupt no people pass toilet time yet dont know meal choice no one others talk serve afternoon tea consist three canapeslike bite drink would bother serve also stone hardly 5 mind plate take away ask stone come surprise not serve no coordination crew crew busy chat galley reality service could not get bad one must ask pay premium price,Business Class,2,1,2,1,0,1,3
4,electronics poor,disappoint especially business service ancient one world lounge catastrophe heathrow business class seat similar economy electronics poor board,Business Class,1,3,2,3,0,3,3
3,even order food drink,outbound return flight not offer decent meal receive tiny bag chip small bottle water outrage u return flight even order food drink card reader function first last time well fly,Economy Class,3,2,3,2,0,1,3
1,bag never show,fly warsaw one day meeting would fly back mimi next day initially flight delay denver 3 hour know would miss connection warsaw denver heathrow flight terrible plane dirty economy usually fly business premium economy flight no availability plane 23 full service not good food incredible seat cramp although middle seat open make tolerable arrived heathrow complete circus passenger everywhere try ebook miss connection not flight multiple flight miss connection wait line hour finally revoke another flight warsaw plane small x plane see pack like marine bag never show cancel meeting no bag fly back mimi show no desire help give standard answer hopefully bag show mimi point retrieve mean bag sit heathrow somewhere 6 different fight option get warsaw yet unwilling anything expedite get bag warsaw leave mimi next day,Economy Class,1,1,1,1,0,1,3
9,eventually make good promise,book holiday marrakech post negative review regard double tier point credit confirm point create take eventually make good promise thank base thing resolve travelled since book travel south africa first class january look forward new concord lounge keep loyalty indeed way street,Business Class,3,5,4,3,1,5,3
2,extremely supper service,extremely supper service highlight no online meal selection staff pretty much drop whatever meal rude passenger want change last meal delay last 40 minute flight plate literally grab away hand unfinished plate staff drop no apology no offer napkin scourge piece paper clean jacket none passenger tell straighten seat meal seat tilt could barely keep plate tray without thing slip staff walk water biscuit get exhausted get looked walk away nothing offer,Economy Class,2,1,3,2,0,2,2
7,service excellent,virtually give always three year ago write avoid out airline return flight heathrow lesion week good aircraft pretty much full service excellent food surprisingly good particular shoutout flight attendant call tear back enthusiastic attentive go start spending avoid,Business Class,3,4,3,3,1,4,3
7,thoroughly enjoy flight,pleasantly surprised airline could maintain steady schedule little delay consider time year weather flight montreal return flight scotland originally book fly toronto airline help cancel revoked cheap flight flight service pretty decent another offer blanket pillow well walk cabin offer drink hand small snack prior lead meal service food typical air plane food thoroughly enjoy flight no issue flight,Economy Class,4,4,4,4,1,4,4
1,let check 24 hour,always late webster atrocious let check 24 hour flight try 6 hour check webster ardor find real person speak customer service thick accent think speak english,Economy Class,2,3,1,1,0,3,4
4,honestly never fly help,flew maman london nov 14 2022 not sure type aircraft ticket economy plus flight 5h35m receive exactly 250ml water 10 potato chip seat not decline no entertainment system food drink purchase even get warm cup coffee tear third time fly recently unhappy time not write review honestly never fly help,Premium Economy,3,2,4,2,0,1,3
1,professional renowned airline like,bad experience ever airline fly airline august must 2022 one check bag lose heathrow airport aware time system error baggage belt many traveler affect file report miss bag day arrive lax airport august must wait patiently three week time frame either find bag eligible compensation not receive update lose bag file claim compensation september since wait response customer relation no good sign resolve issue remain tried update claim still no response today contract baggage team not helpful not ease prolonged wait way contact customer relation via webster not even get back every time talk customer service agent tell wait wait almost three month issue not resolve yet whole experience haste professional renowned airline like,Economy Class,1,1,1,1,0,1,1
2,lounge overcrowd worn,fly cut november 2022 pp webster not work properly would not load ticket smooth calm check process quick boarding card would not scan security give one someone else different destination run back check get correct one bag also rag incorrectly disappear someone run find bags depth read amazingly show cape town tell main lounge open not b c pier lounge turn false information b pier lounge open main lounge overcrowd worn arrive late gate train not work big class lane quick giant queue get plane one abridge not two seat come cabin clean sink tap waste not work offer hand sanitiser instead disgust imagine go bathroom not able wash hand no sink unbelievable dispatch plane condition food average wine serve way late choice wine cold food eat food first watch wine come quarter hour later overall experience 210 fly air france fortalaza two week earlier way well embarrassing,Business Class,4,2,1,1,0,1,4
1,uncomfortable trip,bad experience ever outbound flight cancel not notify revoke uncomfortable trip bound flight delay 1 hour also not notify top board hand luggage bag extra wait milan food horrible,Economy Class,2,5,2,1,0,2,2
5,rate mediocre journey,check stable 3 counter open full flight bag drop queue even longer regular check queue board do bone carry reasonably well board fa fine not engage outbound flight aircraft cramp seat economy horrible seated aisle seat row f entertainment box take third bedroom overall cramp seat poor bedroom awful screen meal mediocre no bar service meal time lead serve hot sandwich ooze cheese wrap not pleasant handle taste good plane land remote stand mean busy since rain not nice experience overall rate mediocre journey,Economy Class,1,3,2,3,1,3,1
1,baggage yet deliver 5 week,beyond disgust fact baggage yet deliver 5 week email call two piece report september response genetic non specific attempt speak customer service worker obstruct airline pout value claim one best world disgraceful not fully describe customer service,Business Class,3,3,1,1,0,3,2
1,misplace luggage wedding trip,july 2022 submit complaint form regard fact misplace luggage wed trip italy lose 2 day incur additional expense retrieve provided copy receipt request expense reimburse agreed sent request information tell 2 week receive 4 month later always not process reimbursement stop answer follow matter,Economy Class,5,5,1,1,0,3,3
1,zero faith always,book flight oct 8 cancel flight day learn get entry isa time flight receive confirmation email say flight cancel cancellation email book reference number different one request cancellation cancel another person flight send confirmation email assume flight cancel 3 week still not receive refund reach turned flight still get even ridiculous try reach try multiple different way phone call email none able investigate actually happen authority help cancel flight without pay penalty base experience no one read email carefully no matter much context put give experienced zero faith always,Economy Class,3,3,1,1,0,3,3
6,help experience,london gibraltar october 2022 book flight several month ahead travel rather disappointed experience attempt sickle time customer outrageous seat selection price offer small bottle water nutribar breakfast one gain impression aim position late a320 no flight entertainment route map staff disappear flight flight puncture felt create help experience,Economy Class,2,1,3,3,0,1,3
1,abysmal get,give generally loyal gold status ulcer fly route recent flight nairobi abysmal get departed 1020 continuous delay finally leave 45 hour late not ideal get flight staff inform u virtually take meal drink service would start complete sap need get rest hour delay get away quickly enough basically last saw come around hour land sincerely hope enjoy rest pay full fare business class service actually expect service extremely miserable clearly want board still wait pay compensation award u official ombudsman july cancellation flight mimi march cancel 230 pm flight,Business Class,3,1,1,1,0,1,2
9,return full service,great flight suite aircraft really provide maximum comfort return full service meal course venus hot towel providedetc food quite good choice provide meal service ok prefer person serve rather lodge judge preference entertainment good conductivity no real complaint except minor one tray table seem far eat close position actually felt like true business class not star standard another story,Business Class,5,4,3,5,1,5,5
9,flight quite good,happy say flight quite good except second rate neuro business seat everything well do friendly information cabin crew serve good hot breakfast communicative folk nervous heathrow transit well do unfortunately bus gate use upon arrival,Business Class,3,5,4,5,1,5,3
3,no attempt provide fresh hot foo,year ago fly enjoyable time change day five hour board plane no fun terminal 5 experience still feel class way felt well stuff efficient board though become experience endure mean decision split seat nicer first half plane master rest underline no entertainment no magazine refreshment purchase bring seat order pp no attempt provide fresh hot food day despite competition able much ask wrap board five hour get free tiny bottle water small cereal bar outbound flight crew collect rubbish landing helpful tie bag around toilet door back case anyone want fight way past clear thing decline button delete seat seat pitch feel squeeze return flight one reason another due delay previous day two hour late get plane late even passenger travel not enough crew cabin crew nonetheless distinctly professional flight altogether would say good thing hard think anything could recommend pity use professional company deal pleasure worth look forward make european journey,Economy Class,1,2,2,2,0,1,1
9,positive experience,positive experience seat new style club seat comfortable sleep food fine not outstanding wife good video screen large bright baggage come quickly heathrow experience return flight atlanta would fly would probably want make sure new seat,Business Class,5,4,5,4,1,4,5
2,baggage take 34 hour deliver,baby across aisle cry nonstop crew ask galley long flight no possibility sleep even rest mention crew member colleague talk loudly make no difference second meal something incredible no way get simple bag crisis nut instead assortment dried something baggage take 34 hour deliver no priority club even first passenger keep wait many economy bag deliver a380 great aircraft seating still tire old yinyang configuration people stick middle 3 seat probably not anyone expect business class day,Business Class,3,1,3,1,0,1,4
8,cabin crew pleasant helpful,even flight a380 check poor kiss dont work well staff call boarding poorly manage ground staff overwhelm full flight struggle manage passenger gate small insufficient seat big aircraft flight full leave 50 minute late pilot keep u informed issue airborne service start quite quickly cabin crew pleasant helpful job professionally efficiently answer call bell promptly nothing much trouble start bar service generous drink come meal service food good old clung sufficient move programme 75 hour flight seat comfortable bedroom tight uneventful journey would give thumb ground service need attention,Economy Class,3,5,2,5,1,5,3
1,rude helpful staff,board flight edinburgh london connect flight san francisco th october lot american head back america scotland open golf st andrew woman counter rude actually embarrassed time shout snap people real horrible way flight london san francisco prior 24 hour check spend 150 reserve two seat life time holiday america board evident seat sit broken decline button not work push frame arm rest ask flight attendant time anything could do not also rude seem uninterested fact go sit 11 hour flight seat decline eventually get flight state would report fault find multiple seat economy seat area also broken attitude always staff absolutely horrendous get flight decide make complaint always bear mind pay 150 privilege pick seat ask refund cost booking seat prior 24 hour check tell no dont refund pay product broken meet nothing rude staff tell refund cost book seat 4 email customer team still refuse also refuse tell whether not fault report prior sit seat offer 50 voucher decline basis pick seat example play seat prior 24 hour check 50 voucher would ok not spent money select seat broken experience not use rude helpful staff choose another carrier future actually ashamed treat people way national airline great britain,Economy Class,1,1,1,1,0,3,3
3,cabin crew help,enter aircraft rush no smooth board people struggle cabin luggage find seat heat high suffocate get faint due heat cabin crew help thanks help time call cabin crew ask water take half hour response,Economy Class,2,2,4,1,0,1,3
7,fine,lhrlax prefer 77 a380 seat dont seem cramp check easy kiss bag drop security heathrow whole story security escalator stairs elevator escalator get gate no seating escalator finally jet bridge plane heathrow many time never anyway cabin crew pleasant drink meal service fine day flight no real sleeping passenger move around flight entertainment system good decent option occupy time several move nice land lax fine,Economy Class,3,4,4,4,1,3,4
8,recommend new club class,flew back mimi new club world suite huge improvement elderly sang style club world board easy take 12 hour late due delay oncoming aircraft make time way back land time comfortable suite plenty storage bit piece bed large pillow supply attentive fa especially anna addressed name however let average water not good short rib beef underwhelming salmon wife sadly poor choice film let excellent inch touch screen refuse pay extortionate repay book seat fee still get 2 seat together mon not pay enough already travel club class recommend new club class travel way afford future,Business Class,5,5,4,3,1,3,2
9,would recommend,flew hand baggage security cuba quick enter lounge bit small good drink offering sound flight a380 leave time technical issue would really irritating day flight decent snack slept well arrival lounge excellent would recommend,Business Class,4,4,4,3,1,4,2
1,hit call button no response hour,london cairo first 5 hour mid morning flight complimentary food drink tiny bag pretzel small bottle water even southwest generous unable connect phone order food hit call button no response hour come collect garage show call light gruffly ask matter use phone place order,Economy Class,1,1,4,1,0,1,3
10,attentive warm friendly,review specifically make crew member take care u attentive warm friendly nothing much trouble smile start finish brand ambassador,Business Class,5,5,5,4,1,5,5
3,cramp single aisle aircraft,5 hour cramp single aisle aircraft no flight entertainment economy no free watering bottle water packet crisis minimal selection food item purchase,Economy Class,2,4,3,1,0,1,3
6,ok experience,dfwlhr easy transfer dew american airline always head london first ride a380 left feel plane type wont ever first choice seat upstairs cabin space seem room seat row cramped passenger front decline back seat 7 inch face real difficult time try view seat back entertainment screen seat want bad felt squished locked plus side window seat give nice storage area side ground staff pleasant cabin crew really nice plenty beverage offer multiple water run make night dinner rubbish morning pretend snack entertainment system responsive pretty good selection move music game ok experience get london time baggage arrive safely not sell a380 another story different review mess place,Economy Class,2,4,4,3,1,2,4
7,wait case heathrow,check jersey straightforward small business class lounge jersey reasonable drink range limited food flight board time take delayed due poor visibility captain keep u well inform eventually take 50 mind behind schedule 20 minute late arrival heathrow good service cabin crew bacon roll coffee serve disappointing wait case heathrow long flight,Business Class,4,4,3,4,1,4,3
8,cabin crew usually exceptional,check quick queue security short use south lounge suppose quiet time busy difficult group 3 get seat together flight board time whilst short flight 35 mind service cabin crew outstanding glass champagne coronation chicken salad coffee serve smile little banter spite issue cabin crew usually exceptional no exception flight land time bag deliver quite promptly,Business Class,4,5,3,4,1,4,3
3,still find underwhelming,check process smooth get access isa lounge nice not nice turkish airline lounge board flight first time fly intraeuropean business class though well prepared still find underwhelming first seat normal economy seat middle seat block no personal basically no entertainment hour flight meal service slow time reach half business class cabin one 2 choice run plus meal not good economy meal get turkish airline flight day ago could see staff best since 32 business class passenger single aisle aircraft small galley much could also 32 passenger share one single meaning long line bath room something rarely see business class arrive not get contact gate thing no bus either crew announce no idea bus would come finally come course delay airport airline since main operator heathrow thing affect reputation,Business Class,1,3,3,2,0,2,1
9,least food taste good,first time fly new club suite opinion good flight u include mine depart concourse c terminal 5 not many shop din option however quiet find seat quite easy highlight club suite spacious provide great deal privacy meal service slow everything serve one tray think time begin get back prepandemic standard least food taste good not something previously experience flight even first class,Business Class,5,4,5,5,1,4,4
1,never travel,flight conference june cancel less oh notice without give alternative flight ebook upon alternative flight upon call customer service customer service say get flight 2 day later not work miss 2 day conference ask travel different airport sweden stockholm reluctantly agree not give choice pay domestic flight upon reach gothenburg airport day departure saw direct flight heathrow call customer service tell 1 seat available change 815am gothenburg heathrow jersey however point tell pay fee gap 710 change flight time find disgrace charge fee change flight cancel unable give alternative option reach destination conference propose travel another airport sweden expense since contracted legal compensation entitle accord law get rejection claim arrange travel destination choice never travel awful customer service complete lack understand customer need,Economy Class,2,2,1,1,0,3,3
10,fault anything,would like thank air cabin crew best experience long journey dont know manage keep smile fault anything helpful reassure excellent food wait fly thank really appreciate,Premium Economy,5,5,5,5,1,5,5
10,personnel magnificent,always personnel magnificent flight london delay security long line run like madman find gate close plane still lady gate work computer 200 mile hour allow board software program already close flight manager come towards gate urge make decision since plane loose take spot line sweat run still breath handed passport give green light board bolt plane feel bad not personally thank magic really hope get recognize always performance thank,Economy Class,5,5,5,5,1,5,5
4,snack board,good flight apart seat fabric come apart on39j lack good leg room meal good singapore snack board neighbour passenger charge headphone socket work,Economy Class,1,3,4,2,1,2,5
5,crew friendly,flight 1 hour late leaving gate crew friendly seat comfortable complimentary snack provide bag ready halt crisis,Economy Class,4,5,3,3,1,1,3
1,short leg space,london istanbul always business class row comprise three seat middle seat empty front row 57 consider business class short leg space no pillow no blanket horrible flight service staff harass no courtesy business class check wait flight,Business Class,1,1,1,1,0,1,3
2,staff no help frankly rude,london manchester always probably bad air company ever fly take 2 hour unload luggage flight delay hour staff no help frankly rude,Economy Class,4,1,1,1,0,2,1
2,flight cancel last minute,flight cancel last minute due weather despite pretty much flight not affect book onto flight next day arrive airport 25 hour ahead horrendous check security delay mean almost miss new flight flight fine get damage do,Economy Class,4,4,1,2,0,3,3
7,write positive review,not good experience past feel write positive review well deserve first improvement lounge patrick massive buffet joy flew flight operate siberia express wonderful staff food exceptional whoever bring change food supplier congratulation also may add time business class not 11 row like last time 5 row definitely big improvement could felt much attentive service still not clear luggage label priority luggage certainly not come first destination airport,Business Class,3,5,4,3,1,5,1
1,review booking system,review book system not flight today click wrong date line mistake expect pay fee go cancel booking click option not receive voucher immediately receive response say voucher way call speak gentleman continuously speak would not listen concern eventually give want book new flight obviously much high price use voucher want however surprise unable use voucher tell receive point future say money ebook full cost end order get phone hung,Economy Class,3,3,3,1,0,3,3
4,not fly,manchester seattle via london never fly canceled return flight heathrow back manchester cancel alternative offer get son come way london pick u take u car manchester food terrible return journey soon finish serve round taking ray could settle night not fly,Economy Class,3,2,4,3,0,1,2
1,not recompense expense,flight march 2022 san francisco london march cancel 3 hour notice find scuttle bus airport stay overnight next day flight still not recompense expense fill line receive no reply follow usual 30 min long time wait customer service pick trip schedule return flight wife ill not problem flight rebookable give voucher voucher bookable phone phone ebook get automatic voice say not take flight book phone see problem use voucher must phone not take phone booking offer another voucher time use pass must great business print endless voucher not return money pay service not render return home longus no drama,Premium Economy,2,1,1,1,0,2,3
10,go beyond,sat seat c cabin crew lady call gin go beyond keep customer happy greet u board cheery smile engage two family travel young child give game book trolley service excellent take great care time quick chat think say half german half bulgaria really lovely young lady credit always,Economy Class,3,5,2,4,1,4,3
9,hard work crew,full afternoon flight ready fly time arrive early uneventful flight good service pre dinner drink drink meal coffee drink available back meal taste hard work crew full flight audit work well,Economy Class,5,5,3,4,1,5,5
1,philippine airline require 24 negative could test,tell id require 48 negative could test entry philippine book trip via bacon transfer singapore delay transfer next day okay not gather 48 negative could test try check change airport philippine airline check staff require 24 negative could test rush different terminal get test wait result rush back check gate close book extra night singapore hotel book flight manila also return journey back london one miss one leg book flight remain flight get cancel discovered man air business class well always treat customer quality service business class experience,Business Class,1,1,1,1,0,1,1
1,not worth risk travel,promise help find hotel room outdo flight heathrow run late hotel would close board plane basis subsequently dump barcelona airport 0038 sleep night floor no help find hotel m walk without help nothing partner siberia nothing 3 kind people help secure area toilet get sandwich lose holiday hotel book music course insist not fault hotel close would not get plane know found could go arbitration say withdraw offer expense policy refuse compensation would dreadful experience passenger bad enough someone not mobile seem pitch specific responsibility duty care towards disable passenger people disability not worth risk travel,Economy Class,1,2,1,1,0,1,3
1,cancel return flight,business class customer always cancel return flight choose alternative flight 3 stop complain change date told date would not work attempted charge additional 500 change submit complaint not heard anything try reach no chance,Business Class,2,2,1,1,0,1,3
10,staff friendly,barbara collins super helpful boyfriend book flight separately think one find check separate slightly later one barbara able make change ensure fly together even manage put u sit together much appreciate terrific flight food drink nibble great staff friendly look forward return home,Economy Class,5,5,5,5,1,5,5
10,amaze job,husband parent travel back ny naples italy stoper heathrow london let say not happy arrive late london miss connect flight back ny reason write review great customer service kashmir shame give u helpful book four u flight next day hard different book make difficult get do kind amaze job,Economy Class,5,5,5,3,1,5,5
