OverallRating,ReviewHeader,ReviewBody,SeatType,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Food&Beverages,InflightEntertainment
5,let ground service,pathos london patrick club europe check leave hotel realise flight delay many flight due bad weather previous even checked time advise no lounge available club europe passenger want use premium lounge could pay whilst appreciate may not lounge normal would arrangement local lounge provider experience many airport travel business class offer 10 voucher due delay flight pathos airport extremely crowd pay good money travel business class disappoint no lounge access available flight ok although two hour late cabin crew provide good service meal service reasonable wife choose chill con care choose roast chicken little dry arrival patrick 0100 passport control quickly wait 45 minute case deliver poor show great asset particularly cabin crew felt let ground service end flight like u many traveller like travel full service airline case lack,Business Class,3,5,1,3,0,3,3
4,charge select business class seat,new york nairobi via london flight attendant wonderful friendly cheery helpful business class seat face aft cause passenger crawl legs sleep strange even seat next companion no easily accessible storage space seat even bottle water lhrnbo leg remind game long resolution food mediocre best charge select business class seat family 4 would cost 1600 get 4 assign seat 4 segment,Business Class,2,5,2,2,0,2,2
1,need improve service level,istanbul london heathrow plane old find food choice joke consider pay privilege not allow bring captor plane back checked security purpose mean stature airport no less 3 separate security check 1 check one check one get plane no lawton no entertainment board nothing 4 hour plane norwegian offer free wife could check phone plane always need improve service level,Economy Class,1,1,1,1,0,3,1
1,flight cancel,bad service attitude round frisco flight london cancel due failure system refuse ebook u airport instead make wait hour phone customer service result u rout milan via madrid day later drag heel reimburse travel food refreshment cost strange airport no help find hotel zero customer care empty premium price ryanair style service,Economy Class,3,2,1,1,0,3,3
8,pay preserve seat,flew flight 0053 seattle pleasant flight actually quite decent fill speak main meal ok choice wine beer meal greet glass prosecco board comfortable seat old bug bear 8 across legs access aisle fortunately last row wife window seat direct aisle access could look not total stranger know say introduce direct aisle access everyone club class come soon enough 8 abreast not exactly premium product present circumstance absolutely terrible flight entertainment system although demand aircraft fit ancient system flurry old screen awful audit take noise reduce headphone pretty dreadful choice move fas great welcome give good service main drawback insistence pay premium service pay handsomely preserve seat 105 per seat per journey not expect flag carrier airline refuse pay extortionate sum choice note loyalty card scheme fortunately get seat together far although quite pleasant flight seattle club virgin atlantic fly route choose upper class clubworld still reserve seat free,Business Class,4,4,4,4,0,4,2
1,go notably downhill,london amsterdam service go notably downhill past couple year tonight experience really take biscuit amsterdam however still write london despite spend 4 hour plane nowhere board time around 1930 tell due weather would delay hour shortly tell route north shut no plane take hour ordeal tell airspace reopen would 90 minute wait slot one hour tell airspace shut 3 hour good news think move around 20 minute later leave gate give safety bring taxed runaway stop halfway taxiway tell would shut due night flight restriction time would arrive flight wad cancel tax back gate wait 1015 minute ground staff become available must say 4 quarter odd ordeal pilot information try stay beat cabin crew good crew give u flight service minus alcohol well fed water full extent praise though little know real disaster still come ground handle atrocious tell head departure hotel voucher rebookings however cancel around 7 flight queue lengthy voucher hand sleep floor hotel ballroom room full never hear anything like beyond unbelievable no assistance child elderly no deferential treatment connect passenger premium passenger norm situation promise rebuke staff go home tell consult pp follow morning pp revoke flight two day later trip three day total feature pp select different date flight reply trip another weekend break guess ill try call centre morning simply appal understand adverse weather happen keep u plane 4 hour know board would delay not moreover surely know open hour destination airport could not prioritise flight flight hour airport not know ground handle never experience bad staff thin ground leave work heathrow staff admittedly try best hid behind dont work excuse give canceled flight yet still write airline involve glow review genuinely handle good contrast dont see could handle bad really indistinguishable budget airline day save good lounge fly business,Business Class,3,4,1,1,0,3,3
3,care less feel,aberdeen au habit via london despite gold member executive club try avoid always day give reminded flight crew dont afford old fashion courtesy service not say rude dont provide decent level customer service get basis good luck want grab attention walk aisle without make eye contact no bags end arrival guess live however way deal appal care less feel delay return flight seem ensure want budget airline true contend,Economy Class,3,1,1,3,0,1,4
4,staff kind helpful,prague denver via london almost miss flight check complete really important paper take 40 minute later no one ask paper flight heathrow average expect 2 hour flight heathrow security last 30 minute board next plane lack leg room less flight flight pretty much okay food delicious past tomato sauce several time drink flight staff kind helpful plane no pay wife no outlet u port screen low quality,Economy Class,3,5,1,2,0,5,3
3,buyonboard bugler,seville patrick want avoid fantastic deal make fly collect use executive club award ticket within europe would never fly give current product cabin old cramp dirty cabin crew abrupt surly buyonboard still massive bugler award ticket think unacceptable food not complimentary,Economy Class,2,1,1,3,0,1,3
3,delay flight,london amsterdam delay flight 55 mind old airplane helpful staff delay seem regular staff casual attitude delay another terrible show always,Economy Class,1,1,1,1,0,3,3
1,arrival no bag,patrick barcelona check efficient friendly helpful staff staff welcome lounge board flight however flight product deteriorate salad run no food option business class passenger sandwich seat dirty no middle seat tray although business class no priority board business passenger really disorganized boarding call people group line become mixed arrival no bag try get update no update try get update baggage 12 hour no update,Business Class,1,3,4,1,0,1,3
6,crew helpful generous,judah chicago via london flight judah heathrow want good expect ground staff judah rude also new baggage restriction flight make trip uncomfortable check carron bag gate lawton charge power bank take lawton drop bag tell no need take charge however crew nice friendly food delicious flight chicago full crew helpful generous wont fly change baggage restriction say flight,First Class,4,5,1,5,0,4,5
1,lounge heathrow overcrowd,london frankfort need fly business frequently dont choice not plan delay today lounge heathrow joke dont use anymore overcrowd dont serve proper food snack customer service horrible never help request business class europe economy class free seat next,Business Class,1,1,1,1,0,1,3
2,well service ryanair,flew london heathrow long long always flew premium economy experience anything check create scan baggage label load onto conveys surprisingly slow process wait hour struggle passenger ahead u line hardly service attendant sight good service ryanair hate say,Premium Economy,3,3,1,2,0,2,3
2,gate staff well train,flew istanbul always th june passportvisa check desk present print board pas lady wife hold passport lady look boarding pass bark passport not see wife hold second bark isa third bark show fourth bark next no smile no hello good morning hardly eye contact either anything situation bad board recently introduce boardingbygroupnumber system system need police way policy arrangement passenger attempt board group number call catch gate keeper tell not yet attempt board premature second attempt staff tell wait accept system must monitor gate staff well trained deal potentially anxious passenger remind not everyone speak understands english,Economy Class,3,3,1,2,0,1,1
1,would rather walk manchester,london heathrow manchester outrageous always put stand board pas check 0507 buy pay book confirm two month flight date dare travel 12 hour everything run like clock work different airline encounter heathrow check help desk arrogant rude miserable hell not even simple apology amount stress cause 5 voucher wait till 40 minute departure see seat 12 passenger treatment always disgrace airline monopoly heathrow shot think get way disgraceful service well wrong like others find alternative airline close review say never ever use always would rather walk manchester,Economy Class,1,1,1,1,0,1,1
2,not sit together,london madrid lazy seat allocation lead husband not sit together understand pay get seat want seat next husband dont want particular seat travel pair three seat side aisle likely single passenger travel chosen seat prevent u sit together dont know group travel care sit bother seat allocation passenger dont wish pay specific seat would avoid,Economy Class,1,3,1,1,0,3,3
3,not provide explanation,luggage break no explanation first good point cabin attendant diligent friendly business class ba169 london shanghai 22 june not good bizarre seat pattern allow 8 business class seat across width plane feel cramp crowd compare herringbone arrangement trust breaker upon arrival shanghai not one ba169 report miss luggage mine arrive 3 day later zip lock mechanism force open damage beyond repair use nothing miss subject search unaccompanied luggage people deserve answer luggage arrives state not provide explanation despite queried customer relation not acceptable corporate behaviour like not let customer leave impression betrays outweigh effort make cabin staff,Business Class,1,5,2,3,0,4,2
2,seat uncomfortable,london back august 2017 cabin look old tired struggle understand not update yet lot aircraft flight entertainment screen small resolution something selection move alright meal service commence 2 half hour take consider night flight u starve point option want ran time get want even sit last row economy section seat uncomfortable couple hour later another drink service,Economy Class,1,1,4,1,0,1,3
1,not extra leg room,isa london heathrow book pay extra leg room seat six month advance unpleasantly surprised find upon check book webster couple week fly change aircraft new seat show exit row seat therefore assume would extra leg room upon board realise row 22 a321 aircraft standard seat pitch notify u seat change know change week advance flight wed board found one extra leg room seat still available fortunate husband tall need extra leg room cabin crew move husband say happens time row 22 might exit row not extra leg room,Economy Class,1,3,3,2,0,3,3
5,upgrade people first,recently take first class flight london heathrow la begin due plane change number people upgrade plane not ready passenger board 35 minute late board thing still not ready staff rush around service outbound flight fine plane old dated return flight disaster seat dirty food like rubber plane date seat smelt laurel merrier not serve takeoff reason new policy apparently upgrade people first not great complain offer 800 avoid serious think many airline first class product much well experienced always unless first class ticket always sale would suggest fly another airline always plan dirty tell number time dirty time deep clean remove first class get old like club class tear,First Class,3,2,3,1,0,2,2
1,first last experience,four flight total airline first flight dublin london june 2018 delay 2 hour delay would mean missed connection heathrow mimi except plane also delay 2 no reason apologies arrive mimi hour behind schedule take away even get cruise follow morning time arrive missed hotel transfer cause expense hail cab flight home dublin via heathrow fine reach dublin realise lose bag despite assurance would deliver house later day put wrong plane no apology give inconvenience still await bag arrival phone number give keep ring seem like no one care first last experience use,Economy Class,1,1,1,1,0,1,3
1,charge 65 bring bike back,johannesburg heathrow always not u proud recently fly back south africa sport equipment web site state take sport equipment part luggage allowance charge 65 bring bike back check staff forceful abrupt bring bike back no choice pay get back contract customer service not willing help also seat get really uncomfortable food terrible,Economy Class,1,4,1,1,0,1,4
1,queue bag drop massive,queue bag drop massive not move good 20 mind senior person come explain due software issue delay bag drop excuse saw staff come afterwards queue move fine could get staff begin group board super slow inside icon cabin plane seem old wornout entertainment system take long time report inform customer flight attendant professional meal bad dinner sort carry chicken not taste good give energy bar breakfast meal oh 50 mind flight wife exist cabin,Economy Class,1,1,1,1,0,1,3
1,not care,always change plane consequently seat separate family business class no coordination airport apparently not one manager rome airport could speak call customer service waste time give bulkhead seat upon board could not take seat engineer try secure cabin divide change position fail left plane secure pilot not want miss take slow advise steward not care could not decline seat fear cabin divide fall curtain front seat waste time pay go business class make u wear seat belt upon take bulk head fell could not get way,Business Class,1,1,1,1,0,1,3
6,disappointing experience,lumbar london heathrow disappoint experience book business class felt like bad value money give flown economy premium economy find economy basic seat uncomfortable enjoyed premium economy quiet cabin space expect big step business class really apart choice food well seat large entertainment screen really see upgrade comparison huge extra cost staff attentive felt like get one much good meal alcohol pretty much leave alone hour end flight one person ask need anything brought tea request staff helpful saw overall waste money pay extra 500 good food tray cutlery really not worth,Business Class,2,3,3,1,0,3,4
4,seat expectation,travel always like lucky able always staff right start check girl business tell u flight close load rubbish 1 hour 10 minute flight spend ten minute phone someone see late need special assistance anyone push wheelchair wife wife stress arrive finger could see everyone still ask man desk close say nonsense wife say thanks unnecessary stress gun desk great offer push chair actually quite long way cabin layout 7 seat across whereas 787s 6 mean squeeze another seat narrow cabin crew knock arm every time pass course 787 great aircraft seat expectation also amaze pay 190 reserve seat dont pay anything airline food ok nothing exciting choice film not great personal choice opinion fly different airline seriously well airline dont sob work,Business Class,2,3,1,1,0,3,3
3,not worth name anymore,first class not even start lounge may offshoots fine concord room need not feel like rural train station poor food average drinks indifferent staff not compare facility far much no ground assistance board haphazard fine furnish champagne offer happily puffed seat ok not class new ac j class pad not close embrace suit small thing like menu presentation board sufficient food lot seat f seat comfort ok nothing special toilet small curiously offer singleply paper crew friendly service decent delivery poor overall relentless drive bottom catch first class product not worth name anymore one assume try phase drive pay passenger airline place serious effort deliver superb premium product no wife,First Class,2,4,2,4,0,2,2
1,not take responsibility,ligate london morning departure receive email text message warn flight cancel no specified reason alternative report night flight madrid palm arrive next day birmingham disappointed disservice call customer service england wait 40 minute expense able speak operator offer flight evening 1900 not help arrive time appointment therefore decline find possible flight would allow get london time unfortunately last minute flight another company cost fortune top since flight would arrive no longer heathrow started pay taxi 70 agree amount arrive heathrow always not take responsibility not reimburse new flight book last minute taxi difference not show concern inconvenience stress cause bad answer customer care say not responsibility,Economy Class,3,3,3,1,0,3,3
1,horrible horrible service,flew always j london heathrow connect london galwick rome bag lose 48 hour no email phone call text update even answer email wife clothes back since leave thank goodness wash machine miss event get certain place due dress code wait store open buy toothbrush toothpaste horrible horrible service tell bag would arrive hotel 430 pm yesterday almost 1 pm next day bag still,Economy Class,3,5,1,1,0,5,5
3,experience deteriorate significantly,flown always numerous time many year sadly experience deteriorate significantly recently flight particularly poor staff offhand one seem particularly unhappy person next ask beef choice tell none leave little apparently load no apology simply tell need make another choice ask fish delay give meal find give vegetarian meal walk galley let know told offhand manner must record wrong choice no apology eventually receive fish dry not enjoyable ask breakfast choice give card state want light choice 40 minute land not give anything service really poor usual business seat fall behind quality comfort find airline really improve product continue attract premium passenger,Business Class,3,1,4,2,0,1,3
4,last choice future,disappointing experience fly 747 400 series scrap departed late load aircraft ready push back no ac temperature excessively hot flight no cool air personal medium system broken split screen food quality diabolical moody flight attendant run hand soap return flight a380 leave time 100 good service meal quality crew definitely make outward flight fly 25 year probably would last choice future sad see,Economy Class,1,1,4,2,0,1,1
2,unexpected problem system,salary london cabin full overhead lock full blanket seat excruciate uncomfortable headphone work intermittently take 1945 local time even meal appear 2030 local time menu list seasonal salad leaf one small piece lecture cucumber raise short rib beef mushroom ravioli past butter cake 3 beef meal available choice either past go hungry chose latter din small bottle water half cup tomato juice breakfast light refreshment include juice tea coffee consist cream cheese roll biscuit half cup warm tea 30 minute later pay extra world traveller plus consider don customer service useless second time write receive follow response thanks come back u completely understand disappointed offer full watering service especially long haul flight hope staff explain water supplier unexpected problem system use deliver watering meant provide full meal service absolutely agree would expect travel u sorry let thank last time ever book long haul,Premium Economy,1,1,2,2,0,1,2
4,airline bad,london rich airline bad boarding procedure good though aircraft old know one old personally enjoy realistic old loud uncomfortable service good either dont even get cup water great hop london dont expect kind special treatment service,Economy Class,3,2,4,4,0,1,1
7,charge large amount choose seat,glasgow new york via london outdo flight refurbish 747 still could see age seat back plane plane hot no air con event head decent good selection cabin crew member look u pleasant friendly chat u flight leave close time service quick first serve back give pretzel drink first dinner hour later vegetarian past adequate amount food serve taste ice cream juicewater serve halfway flight receive snack landing sandwich toblerone ok return flight begin old 747 horrible old seat no add dirty service lot slow announce less staff less drink serve food ok chicken carry time small snack egg gorilla yoghurt coffin serve breakfast horrendous old 747 tiny grain screen limited choice fly choice charge large amount choose seat 210 return cost u make air fare expensive also plan use old fatty,Economy Class,2,4,3,3,0,4,3
1,additional 476 seat selection,earlier year wife travel business class dublin coburg return cape town thou london direction pay business class fare quite take aback pay additional 476 seat selection long haul sector not select seat could find not separate possibly one u upper deck one low deck a380 way 747 return flight therefore no choice sort customer retention policy no airline travel business class charge seat selection dont seem care trepoff forwardrear facing business class seat plan plan really unattractive complicate climb sleep passenger reach aisle window seat take look embrace a380 want see customer friendly layout first business class experience fly middle eastern airline particularly discover much behind play actually,Business Class,2,3,3,1,0,3,3
1,no one solve problem,los angeles london booked lax round trip far advance partner pay seat selection early get good seat cancel flight come go not inform flight cancel text phone number enter passport number contract found couple day flight happen call meal request turn shift small plane actually spend six hour two day try get flight day need catch tour say help keep call call get seat day need bad seat plane small planed premium economy awful food terrible pre pay 276 choose seat no good seat leave ended night flight right next toilet mean smell people bump light go toilet flush 9 hour seat come home would better fly coach spent month try get refund paid seat selection try get return flight start still call call get seat away toilet return flight get refundsthey refund return make five phone call spend 30 mind filling detailed request online call today disconnect twice tell nothing could possible may get response month regard email request dont ever fly use fine airline sky system break no thing customer service problem famous creek without paddle endless loop call wait line agent wont anything sell seat speak many many supervisor no result no one solve problem pass buck fill form online no one responds,Premium Economy,1,2,1,1,0,1,3
3,everything come enough,overall flight want bad seat everything come enough although girlfriend television work either outbound bound flight little effort make resolution understand flight attendant fault would nice little effort nothing give issue flight patrick camp stuck aircraft approximately 3040 minute bridge want want bad problem world long flight particularly want want best experience,Economy Class,2,1,3,1,0,1,3
4,fas go motion,gallery lounge cut adequate let poor food selection include package cheese biscuit fly wooden knife limited wine choice champagne conspicuous lack toilet paper want refresh toilet no lock one auricle doors no information screen one wait annoy call board board efficient priority group 1 2 seat 62jk upper deck best mediocre job least plenty storage space window bind take schedule fa go motion little enthusiasm food bad ever experience club world smoke chicken salad atrocious scramble eggs hive gorilla wrap deserves museum urinary horror white company bed letdown far removed luxury portray avert little one remedy hard seat land ahead schedule overall lacklustre flight ancient plane supper business class product always fall ever behind competitor,Business Class,2,3,3,3,0,2,2
2,screen pipe,patrick san jose give step onto flight patrick costa rich 115 flight honestly see screen pipe since fly long haul flight none competitor provide low quality entertainment use think always premium airline rubbish,Economy Class,3,3,3,2,0,3,3
3,flight vancouver abysmal,geneva vancouver via london bad experience terrible service write constructive criticism offer 25 voucher no apology insult not ask compensation expensive price pay low cost airline positive point geneva london flight fine 2 long haul flight vancouver abysmal,First Class,4,1,5,1,0,2,3
3,budget airline well,original flight cancel wife disembark cruise ship advise shortly sum automatically revoked flight next day london heathrow not lot good car mark patrick manage get give new book patrick also follow day offer no assistance airline follow day turn airport find new flight run 40 minute late eventually board aircraft stay gate 45 minute captain deign tell u delay cause problem barcelona airport shortly thereafter captain advise u might wait another two hour would give water quickly supersede announcement slot become available short notice no water serve real horror flight however always new food service whereby passenger buy food pay cardavios simply not work one hour air trolley move nine row front cabin eventually flight attendant attempt work back forward run backwards forward trolley 20 minute touchdown reach u ask two drink packet crisis potato chip return tell u no crisis one duly share u aircraft three half hour refreshment could obtain consider completely unacceptable level service expect always no point travel budget airline well low cost,Economy Class,3,1,3,2,0,1,3
2,little value money,long long london first business class trip mostly use embrace chatham pacific comparison offer low standard flight attendant serve section seat care less no greeting passenger board plane no offer help ask drink order never deliver drink no second drink offer toilet clean properly board flight one two mushroom become unable result long queue seating arrangement face stranger sit opposite direction uncomfortable overall appalling quality little value money,Business Class,1,1,3,1,0,2,1
3,expensive low cost airline,london warsaw european service become like expensive low cost airline price seat selection still remain high seat outbound flight not even recline hour flight always feel elbows passenger next whenever someone move buy food drink board although reckon not badly price bound flight old a320 seat recline,Economy Class,2,2,3,3,0,3,3
1,nearly three hour late,london istanbul due poor weather condition flight initially delay 2 hour quite understandable passenger inform gate everyone gather gate no announcement ground staff world next screen notice flight depart c gate everyone rush one last c gate board dread announcement flight delay another hour flight finally take nearly three hour late crew come ms gibberish passenger hungry time crew serve fifth row economy sandwich packet crisis diet come dinner flight arrive istanbul three hour late add insult injury aircraft stop remote gate tree terminal,Economy Class,3,5,2,1,0,1,3
4,avoid program nearly worthless,london hamburg typically fly lax time fly mimi via camp thou hamburg use avoid point secure first class seat course scar charge fee surcharge use point 500 per direction mimi operation appear poor second class cousin american use two thicken check kiss plus share american premium class not lounge american process slice cheese boulogne eat free boone not call premium lounge gate dreadful e terminal not even main floor downstairs people jam entry point board creates mess board people section board like cattle call fly one old b747 mimi show even first seat older design appear carpet recent cabin smell mold carpet service food surprisingly good compare service california flight late leave late arriving mimi flight not dock terminal 5 rather terminal 3 require passenger take scuttle bush terminal connection hamburg end decide do service model premium passenger hit rock bottom avoid program nearly worthless premium class booking partner airline try use point american chatham even alaska find impossible regardless far advance try,First Class,3,4,2,1,0,3,3
2,helpful professional,turn london patrick rubbish checking service bad ryanair show staff mobile board pas check webster 2 x 32 g bag check allowance one bag 23 g 2728 refuse honour 32 g allowance tell risk miss flight not able check rude helpful board helpful professional staff arrogant manner flight delay without checked agent say anything passenger board start tell people hour delay due weather least young crew serve passenger complimentary juice water wait,Economy Class,2,3,1,1,0,1,3
1,not outline,check even flight look like 40 seat occupy 2 flight cancel without rebuke explanation not outline call,Economy Class,3,3,3,1,0,3,3
1,7 hour later no luggage,reputation decline year dont use various reason flight madrid hand luggage test ask hand luggage check flight busy lose 7 hour later no luggage idea no compensation 12 hour small amount ridiculous airline manage lose prestige good lagging significantly behind easyjet aspect,Economy Class,2,1,1,1,0,3,3
1,poor quality product,los angeles london heathrow desperately poor service always club class business class utterly outdated weird face eachother configuration narrow uncomfortable seat food serve appalling cabin crew inattentive best appear disinterested providing genuine customer service problem always first business class completely lack namely class manner whatsoever poor food uncomfortable seat terrible small movie screen no wife overall budget airline experience always even charge seat selection add insult injury avoid horrible airline redeem feature airline wonderful quiet virus a380 shame ruin aircraft poor quality product attitude,Business Class,1,1,1,1,0,1,1
2,understand frustration,london heathrow mason book 9 month ago flight first family holiday 2 year 2 adult 2 child 1 infant lap almost k u prebooked seat time rather surprise get email two week say flight madrid may fly direct heathrow minorca airline assure everything fine concern selfservice checking open 24 hour wife daughter check fine son refer airport check despite book urgent call tell 1 probably move bassinet position point utter nonsense renew say 2 infant check online understand also incorrect concern well place bag drop check agent look flustered note book prompt call various people ten minute hand bunch boarding pass check sheepish admit prebooked seat go son no seat stand wife daughter dot around cabin 16 row apart prebooked seat not guarantee know kick huge fuss believe legally sit child certain age away parent check manager offer no explanation full flight promise would sort get round close flight fast forward gate utter carnage include check supervisor 22 tear eventually get see finally give seat number son many row apart rest family son first ever flight absolutely livid sit anywhere near add son breast go manage feed kiss need toilet etc put foot eventually give single middle seat two row daughter sit together thank goodness board flight pretty much last europe hold son get assign seat someone ask see board pas surprise surprise correct seat due staff run around frantically check board pass confidence cabin crew ground staff even hear one mutter check board card flight number someone around wrong flight fast forward another 5 mind plane push back stand aisle hold son not empty seat plane say wife go get child tear much check pads staff member find quite flight apparently hurriedly move jumpseat whilst announcement flight deck boom everyone take seat delay flight seat raise formal complaint tell understand frustration nice separate complaint raise push back passenger include infant no seat conclusion family avoid cost,Economy Class,3,2,1,2,0,3,3
1,not keep u updated,paris newark flight cancel experience one worst give engineer no idea wrong engine air water shut three hour not mention 757 look ancient 6 hour flight paris expect little flight attendant not keep u updated lastly get plane one reception desk deal 60 people need ebook flight get hotel night never fly always felt forever,Economy Class,1,1,1,1,0,3,3
1,never fly,flew heraklion patrick buy exit row seat 3 others sit together extra leg room pay around 150 january get airport 2 hour departure queue check tell 2 seat reallocate someone else ask rep say plane flight change say get earlier call customer service show email acknowledge 2 u give row 7 bulkhead seat less room normal pitch tell email ask refund seat cost flight manager plane tell no change plane apologise say shed take case customer service also send complaint today 17 day no response money still not refuse ill never fly,Economy Class,1,3,1,1,0,3,3
2,experience disgrace,outbound washington refurbish 747 400 economy want bad experience modern look cabin excellent system food wine good cabin crew attentive look forward return trip upgrade premium economy return flight 292 delay late arrival bound flight no worry could relax pe cabin boarding aircraft turn leave first time ever immediate disappointed old plane cabin dull seat look though see well day quick check particular 747 delivered 1998 refurbishment treatment leg room well economy seat control not efficient system decide not work mind screen small scratch doubt would able watch anything cabin crew offer pre take drink water orange juice hot towel see well day sort thing clean car word captain departed evening meal sort chicken rice real cutlery ok wine acceptable 1 hour land breakfast serve say offer sort fill roll decline tea paper cup nothing offer add cabin crew attentive tried make u feel bit special spent extra 400 upgrade experience disgrace proud airline never,Premium Economy,1,4,2,1,0,2,1
4,work mystery,singapore london second part sydney london trip look forward a380 aircraft want colour one familiar fly around 30 sector last 12 month mention review back first leg trip board soft product problem comment review apply work mystery term content want american chatham one get really good mix old new move great music choice compile content need look mean award win godfather gladiator braveheart roman holiday etc thing passenger want see smart edge team soto london pull content together forget not everyone edge want see cut edge stuff one thing long haul food beverage food quality substandard something read constantly want say singapore london one get even meal service follow less ice cream lint chocolate along way midnight snack penza sandwich morning breakfast fruit egg usual coffin etc rear main deck snack bar galley find chocolate banana bread cheese biscuit would need really hungry get lot point available offer need get away meal service take land nothing a380 flagship aircraft want treat want fancy spend lot time plane put smart best look crew onto flagship people remember crew certain vantage suit lawn bowl one guy look like tiptoe remember miserable fly a380 experience enjoy trip aircraft manage reduce large low cost aircraft move people one point another sad give stature come back back london long long comment apply hard product fine except no snack bar soft product lack severely,Economy Class,4,2,3,4,0,1,1
4,year not kind,sydney london via singapore long time since long haul 9 hour last year relative spring london 2002 year not kind probably mixture decline emergence airline nearly long haul want a380 occasionally embrace version chatham pacific american airline problem not hard product a380 whatever colour door order air frame sydney singapore fine rosier a380 well know comfortable seat 8 hour relative spring call sydney home soft product lack check fine despite economy express pas security gold ff want board orderly time departure arrival singapore lack polish soft product no menu give show serve chatham embrace want cutlery really cheap mean cheap offer well grade plastic know day security proper silverware not possible someone need check plastic use chatham want food bland salad see well day penn sauce salt want do away salad simply give main dish plus garlic bread dessert quality lack drink tradition something silly start journey jack daniel come available want no sir dont serve note fa great one get feel thirty mask shortcoming product ask deliver final word leg touchscreen slow response time selection diabolical bad award win classic film not note film last 30 year one two interesting thing new release come may plane length time perfect opportunity catch much love classic music well 53 still like pearl james etc world not bite pop edge music present serious airline business need sharpen soft skill food beverage add touch pizzazz airline mix go back many others come beyond standard set many year ago,Economy Class,4,3,4,4,0,1,1
1,75 minute get board card,flew barcelona patrick review arrangement check rather actual flight allow check online not print board card no machine print card queue take 75 minute get board card several people late check 4 desk 2 priority 2 general check flight 1 desk serve close check,Economy Class,1,1,1,2,0,3,3
7,generous hand luggage rule,munich londonheathrow always always less price range lufthansa no complimentary food drink serve crew friendly departure terminal 1 munich far not nice new terminal 2 arrival terminal 5 heathrow not niceeasy new star alliance queen terminal 2 no wife personal device entertainment board monitor flight seat reservation expensive eye always one big advantage though generous hand luggage rule,Economy Class,3,5,3,3,0,1,3
3,poor cabin service,cape town london date aircraft poor cabin service semi incredible food inevitable entertainment system crash make poor journey cabin crew clearly regarded u intrusion not feel ask drink main meal surely offer something matter course use happy pay fly pay extra not,Business Class,3,1,3,2,0,1,1
5,almost low fare airline,washington prague via london flown several time past not number year remember not top line airline well average time seem nice thing drop hot towel near destination become almost low fare airline pay reserve seat short flight pay food etc seat 787 seem cramp say 31 seem like less return flight may rd two lavatory go service a320 london prague seem seat room seat hard may new slimline seat not sure uncomfortable even two hour flight also washington flight print boarding pass home agent washington print additional one say use get security print two none wife lucky still one print home wont say not fly definitely compare price future agent worth extra cost,Economy Class,1,3,2,3,0,3,4
3,shameful management,london washington apart space nothing nothing first class not even comfort crew hardly attentive service coach food use fantastic table no wine best sky francis robinson hugh johnson make selection apart good white champagne mediocre rise level business class seat not sound audiovideo system move hour later whole system stop without crew apologize needless say no wife apart first concord room lounge remain great no good 3 star airline sad client shameful management,First Class,3,2,4,1,0,2,1
1,buy new return ticket,london montreal online check night leave go airport arrive airport 25 hour advance go risk print board pas risk want work proceed counter get pas check luggage line approximately 15 minute tell switch line line move substantially longer however patient time get desk hour pass bit hour leave flight figure tight manageable since trusted system woman counter ask go say montreal look say wont make explain situation airport several hour already line 1 hour tell need go missed flight counter get counter inform buy new return ticket original return ticket cost 800 return cost 1350 no choice buy ticket also stay hotel take bus patrick airport follow morning arrive back montreal call customer service tell protocol put stand not make purchase new ticket could get refund not new flight 400 flight miss imagine shock spending additional 1500 excavate complaint not address case month say not refund,Economy Class,3,2,1,1,0,1,2
5,bedroom insufficient,tokyo amsterdam via london evening departure receive email flight would delay one hour urge get airport original time case delay end aircraft leave tokyo hand 90 minute delay baggage drop smooth handled japanese politeness choice fly not would definitely choose much conveniently locate downtown tokyo aircraft mark remote stand busy aircraft add time delay already like seat 77 find quite uncomfortable bedroom insufficient especially instant decline type passenger front window aisle seat also box no place foot meal joke no choose flight entertainment not date small screen low brightness crew not friendly go galley drink urge return seat instead drink galley stretch legs second meal service rush get meal 5 minute crew return pick ray already descend luckily give make connect flight amsterdam short connection a320 flight amsterdam depart ahead schedule nothing special write short flight although one round drink would nice unfortunately decided cut service european flight race bottom,Economy Class,2,2,4,3,0,1,1
2,pathetic cost cutting antic,take day trip vienna always book last minute fly 0720 sunday early start get airport look forward get sleep flight never usually problem board aircraft ask would possible get pillow blanket tell member crew not economy passenger business freeze temperature board aircraft manage get limited sleep another example pathetic cost cut antic demonstrate coexistence customer service within airline despite one first flight heathrow no queue departure perfect weather condition still manage arrive 20 minute late vienna quite beyond ill stick easyjet always start value passenger currently care less,Economy Class,1,1,1,1,0,1,2
1,pay another flight,glasgow heathrow disgrace stand high standard fly flag high flight slay delay 2 hour no fault mine miss connect flight sob not fault nothing end show hour pass pillar post back pay another flight money graft company louse customer service lack feeling,Economy Class,1,1,1,1,0,3,3
1,full price ebook,glasgow heathrow disappoint always delay partner airline therefore miss last connecting flight eve charge friend full price ebook morning system not allow book way use even club membership id book two flight neither loganair would take responsibility leave u strange airport night clearly member even club count nothing bad customer service seem loganair partnership export money passenger,Economy Class,1,1,1,1,0,3,3
