OverallRating,ReviewHeader,ReviewBody,SeatType,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Food&Beverages,InflightEntertainment,review_topics
1,shambolic customer support,There mistake booking made BA Got email say contact u discus Took 30 contact attempt spanning 7 hour still not resolved Absolutely shambolic customer support I ever experienced Still waiting call back I promised 2 week ago,Business Class,3,4,2,1,0,1,1,"['Refund & Compensation Disputes', 'Baggage Problems', 'Seating Comfort']"
5,smack continued costcutting,The economy cabin surprisingly underpopulated flight 30 passenger business class threequarters full Boarding therefore mercifully quick takeoff schedule Sadly BA59 make use old Club World product seems like step back time experiencing new Club Suite BA4243 There good point old Club World drawer capable taking laptop comfortable seat flat embarrassment The tiny poorly responsive screen almost beyond belief Service perfunctory meal service conformed current overly cautious postCovid requirement everything served time This mean meal done relatively speedily lacklustre experience contrast BAs competitor smack continued costcutting Queues three toilet business class unacceptable time limited attention paid keeping clean Arrival schedule Covid paperwork processing meant hour able collect baggage,Business Class,3,3,3,3,0,2,1,"['Food and Beverage', 'Baggage Problems']"
5,continues go downhill,British Airways continues go downhill We flew business class experience like economy 20 year ago except glass champagne We packed full 3x3 seat IT issue day Even werent Seat pitch width economy Gone little pretend table middle seat give illusion style The food dreadful The flight service unsophisticated BA used acceptable European business class They dont Other European airline offer much better flight experience business class comparison BA taking premium frequent flyer granted treating u like mug How I miss politeness old BA business class around 5 year ago I used look forward small gesture like hanging coat giving hot towel nice food served galley rather manky trolley COVID not reason year cost cutting result dreadful,Business Class,1,3,3,1,0,1,3,['Food and Beverage']
5,scrapped mandatory wearing face mask,British Airways scrapped mandatory wearing face mask onboard flight although pretend publicly policy remains BA454 London Malaga 25th February across 6 visible row around 7 24 passenger wearing face mask I one This long meal drink service cleared remained like landed deplaned Cabin crew frequently aisle not word said non compliant passenger left aircraft staff bidding farewell I guess scared remind people follow rule,Business Class,3,3,3,2,0,2,3,"['Food and Beverage', 'Refund & Compensation Disputes', 'Seating Comfort']"
1,got wrong 6 hour delay,For BA got wrong 6 hour delay food voucher 4 pound no information advice No staff serve waiting passenger The attitude towards passenger one dispensable commodity,Economy Class,2,3,1,1,0,1,3,"['Food and Beverage', 'Airline Staff & Ground Services', 'Baggage Problems']"
1,could not rebook via BAs website,Another episode unmitigated shamble come customer service The day Storm Eunice English half term holiday getting underway So make allowance accept could delay The fact compounded late cancellation raft flight domestic European destination evening Saturday 19 February operational reason pitiful You could not rebook via BAs website Instead passenger compelled queue Gate A17 LHR possibly rebook provided accommodation overnight Some BA cabin crew helpful customer service South Lounge simply directed passenger ever growing queue A17 disgrace,Economy Class,3,3,1,1,0,3,3,['Airline Staff & Ground Services']
1,minimal leg room economy,Very old plane poor food minimal leg room economy Check procedure online not work fellow traveller Special meal request given week advance food allergy ignored I spoke BA customer service representative soon I landed Heathrow said could not help referred telephone line said referred online complaint form Have trying week raise concern food allergy prevent happening others no reply via complaint website Twitter Telephone hotline also currently unavailable,Economy Class,1,2,1,1,0,1,1,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Food and Beverage']"
2,disengaged management model,Having booked BA return flight one hour way Club Class paying 700 euro 2 person asked pay 96 euro choose seat business A full business class ticket fee seat A disengaged management model,Business Class,3,3,3,1,0,3,3,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
1,Appalling customer service,Appalling customer service cancelled flight rebooked u not confirmed change hotel reservation part inclusive booking Hours hour telephone no response get recorded message say cant take call They dont respond email sent complaint line,Business Class,3,3,3,1,0,3,3,"['Refund & Compensation Disputes', 'Baggage Problems']"
5,BA lot regain standing,Unfortunately flown new club world cabin time incredibly old plane The good cabin crew tried make trip pleasant possible The bad inflight entertainment screen unwatchable worked wife didnt post iPad era dont live The food okay without anything special served Apparently crew explained shortage staff Im afraid BA lot regain standing aviation world competition fierce sit laurel,Business Class,2,4,3,3,0,3,1,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
1,Utterly appalling company,Utterly appalling company Weve flown two time time disaster The first time Return flight delayed 24 hour There nobody gate tell u large group passenger roam round Dubai airport looking BA staff There none Eventually another airline told u go unmarked stair angry person told u fault given letter We no letter They put u bus terminal When arrived nobody greet u We literally left We yet contact another airline managed find u transport hotel When got told full couldnt choose room We given terrible dirty cramped room Several time throughout night called tell u flight moved Eventually got board next day My tray table broken window blind I didnt get meal No compensation offered The second time I need reschedule flight The website assured fine provided no link I needed phone If need phone BA dont even bother trying I never got speak anyone ended booking hotel wait flight rather rescheduling The food terrible meagre portion given infrequently My sandwich inedible,Economy Class,2,1,1,1,0,1,2,"['Baggage Problems', 'Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Food and Beverage', 'Flight Delays & Cancellations']"
3,I said I wanted 2025 back holiday,Over past 2 year I flown British Airways twice ended exact predicament wait around day London Heathrow 1 hour flight home Newcastle While holiday plane staff fantastic customer service staff Heathrow useless First time February 2020 I got stuck Heathrow due Storm Ciara travelling home work not airline fault However handling situation staff airport joke They 4 5 staff ran kiosk queue 100 unhappy traveller whilst could set mini kiosk unused gate get everyone quicker Their no crowd control one point queuing 2 hour plus staff decided shut shop In end 12 hour battle I lucky enough get home last flight day sheer luck I finally spoke someone In November 2021 I decided give BA second chance booked go New York Since plane landed late LHR I missed connecting flight could avoided staff Heathrow assisted held plane short As I rushed custom I manage make gate 5 minute spare plane still terminal since taken luggage flight told go service desk refused let since moved later flight My layover 10 hour I got guest service 12 food voucher spend phone number I thought complaint hold 20 minute found not complaint Considering fact could avoidable assistance given food voucher 12 seemed really cheap A day I got home I raised complaint expressing annoyed I waited month response chasing find complaint staff not working When I got response I said I wanted 2025 back holiday I got apology told staff Heathrow better term good compensation I offered nothing,Economy Class,3,4,1,4,0,4,4,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Flight Delays & Cancellations']"
1,complete disregard passenger,I recently unfortunate privilege travelling British Airways Detroit Bangalore back Given long arduous journey multiple layover I decided spend extra get business class ticket I quickly dissuaded misconception I special I spent extra money Business class From shoddy service rudeness insolence ground staff I experienced nothing frustration insecurity throughout journey The trump stranded London missed connection spending close 3 hour get front counter rebook flight Being business class traveller no bearing told stand one gigantic line wait turn Some special passenger escorted Club World check When asked lady told u continue standing would come back get u counter freed Needless say never Finally got turn no extra help ground staff running around frenzy rebooked So I come back question Can big corporation lie no accountability Why would I spend hardearned money something gave nothing extra Shame British Airways complete disregard passenger Stop lying update promise,Business Class,4,2,1,1,0,1,3,"['Overpriced & Poor Value for Money', 'Airline Staff & Ground Services', 'Baggage Problems']"
3,decline subpar service,I flown BA many year today another poor experience Ive witnessed airline decline subpar service I understand tough two year airline BAs decline started pandemic truly plummeted Enormous queue JFK BA checkin terminal 7 Even priority lane standstill least half hour people started complaining theyd miss flight Terrible efficiency checkin counter At time one member staff processing people whilst BA staff stood around phone chat One member staff stopped processing man desperately trying catch flight order start processing someone else jumped The interior plane generally filthy crumb bit food stain mark around seating area They give single wet wipe I used think hand I see passenger wiping surrounding area There good courteous member staff also awful member staff behave unprofessionally On particular flight one cabin crew swearing colleague back plane apparently wasnt pulling weight Very poor I used proud BA flyer I feel like Im clinging airline status doesnt actually provide better service day,Economy Class,1,1,1,2,0,2,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Flight Delays & Cancellations']"
1,basic generic airline,The entertainment selection sub par minimal selection new release not new release My food left something desired Two seat row earphone jack didnt work The plane either uncomfortably hot cold find medium temp Just overall basic generic airline,Economy Class,1,4,1,1,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
1,door not close till take,Straightforward friendly baggage drop On South Lounge no polite conversation used lounge no indication busy nowhere sit considering even 15m distancing Had roam entire lounge lugging bag carpeted floor no success Gave 20 minute decided try another lounge Arrived everything actually right front u actually found somewhere sit 5 minute looking around Menu basic no egg hash brown breakfast cake muffin Ordered frittata hungry Made way selfserve coffee counter basic coffee straight away put fly hovering croissant fruit Flight departing gate take train rub salt wound told DXB flight usually leaf shouldve gone lounge near Looking individual cubicle honest top reason choosing business class gave heart However door not close till take I asked artisan crisp biscuit Menu took hour Lunch came another almost hour Asked could swap pudding not crumble person said surely try clearly didnt no apology even trying Portions small plus saw quite fellow passenger sleeping lunch asked could finished Chocolates Lindor Nothing special amenity toilet no different youd expect amenity kit basic duvet seemed well used It not worth almost 4 time amount regular ticket Naive trust claim world class standard,Business Class,2,1,1,1,0,1,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Flight Delays & Cancellations']"
3,sort ground service Warsaw Airport,On arrival Warsaw Airport check zone one not announced flight board guess ask random people go Once finally found checkin desk luggage drop checkin appalling It took u 15 hour get bag checked half way queue The whole process disorganised slow really last thing want looking 2 small impatient kid Lady Warsaw Airport supposed direct passenger correct queue useless One checkin desk Euro Traveller Club Europe one bag drop one checkin Flight left delayed pilot managed catch landed small delay crew plane nice attentive Luckily air experience much better sort ground service Warsaw Airport,Economy Class,2,4,1,2,0,3,3,"['Overpriced & Poor Value for Money', 'Flight Delays & Cancellations', 'Food and Beverage']"
3,pretty poor show BA,In Glasgow one check desk open Huge queue no business check It took close hour bagdrop Getting onto aircraft Glasgow no hello crew getting I normally find BA cabin crew nice Breakfast tired looking croissant I used BA lounge Terminal 3 Not keen new table service Poor choice miniscule portion Lounge staff nice direction On arrival LHR coach transfer T5 T3 We packed like sardine So much social distancing The flight LHR Pisa delayed boarded sat aircraft another 2hrs 30 min Captain advised u no tow truck push back eventually arrive no baggage handler load container No drink anything offered waited Food not even worth mentioning As far Club Europe go not worth extra cost No priority baggage mine last onto belt Pisa seat economy seat centre one blocked The first officer summed arrived Pisa Sorry folk trip pretty poor show BA right For return trip Hogmanay left time Ive never flight Pisa left time Pisa lounge nice enough food choice laughable On board I gave food miss Heathrow back Glasgow Flight left time Food antipasto sort I declined Both case last Club Europe really not worth money economy cabin I would thought BA would food onboard service since cabin,Business Class,2,1,2,1,0,1,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Baggage Problems']"
1,theyve yet respond,I paid 1189 round trip flight London back premium economy They bumped seat flight back told Id issued refund Instead issued refund I contact several different method phone website Twitter finally email They told Id getting 22916 back less half 589 I paid upgrade Instead refunded 1458 I emailed told Id getting 11516 back When I emailed saying doesnt add original amount I told I getting simply replied Thats final amount Turns meant taking back initial refund 1458 I getting 11516 total So I emailed asking changed amount theyve yet respond So I called morning explaining politely I calling hung,Premium Economy,1,1,1,1,0,3,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes']"
3,legroom appalling,First one smoothest UK US flight I taken The boarding appalling family kid queue no reason They called family front decided board business premier class first I appreciate call family The worse seat ever legroom appalling The entertainment system basic not support Bluetooth headphone USB not support device movie although website say yes headphone input good useless The crew nice sorry I missed,Economy Class,1,4,2,1,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
2,BA hang head shame,I low expectation business class BA European route flight even worse T5 mess 90 minute queue check bag ton people arriving late Check guy seemed clueless Turkey need pcr etc BA lounge joke went got sushi restaurant mulled wine crowded lounge bad round Boarding chaos left hour late A320 jammed full business class little legroom middle seat free might well fly low cost carrier seat There no inflight screen no overhead screen Although curtain closed economy people used forward bathroom no crew sending back The salvation pretty decent shepherd pie red wine otherwise I would avoid flying BA The next day I flew aircraft type Bahrain another carrier proper business class seat flight screen headphone good food drink Arabic coffee date gracious service BA hang head shame,Business Class,1,2,1,2,0,3,1,['Food and Beverage']
1,waited bag 3 hour,My flight yesterday 18122021 due take 1215 soon reaching gate first passenger called preboarding gate staff said aircraft not given permission land Aberdeen due poor weather Airport information kept telling passenger go gate hour half passenger learned flight cancelled via BA APP join line customer service desk took two hour reach desk case reaching desk I told I automatically booked following morning flight offered overnight hotel That not meet need I requested cancellation get bag back I told cancel booking BA APP could not desk I directed via gate collect bag meant go via UK border reach baggage belt I waited bag 3 hour automatically stored bag following day flight BA staff rude dismissive customer complaint length time bag taking arrive like fault cancelling alternative flight offered next day,Economy Class,3,3,1,1,0,3,3,"['Airline Staff & Ground Services', 'Baggage Problems']"
2,certainly make u avoid BA future,It first time flown BA business class 777 aircraft hopefully last Firstly checkin crew great friendly helpful It manual checkin not machine always much nicer No complaint department Food journey adequate no choice starter desert 3 choice main course Business class seating 242 alternate seat facing backwards centre seat We either facing stranger aisle seat put screen claustrophobic bubble You not see You not see passenger It slightly better wife would utterly awful shut space stranger Nowhere put glass bottle water book glass within easy reach unless keep table In business class seat tuck bag seat front take landing nowhere put bag everything go overhead locker missing first 4 row centre seat not much storage space We row 1 get climb leg leg rest person aisle seat row 2 Now travelling solo centre seat always case normally couple take aisle centre least climbing partner leg not stranger I 5ft 10 could manage My wife 5ft 4 could not get without disturbing passenger row behind The reading light hopeless not shine book light controlled handset not work This utterly awful design certainly make u avoid BA future possible,Business Class,1,5,5,3,0,3,2,"['Food and Beverage', 'Seating Comfort']"
3,I still waiting answer,I claimed mile right trip beginning August took almost 4 month reply surprise reject request without providing reason I sent complaint per Email I still didnt get reply It 45 month I still waiting answer Furthermore many people not wearing mask I asked flight attendant allowing people not wear mask said medical exception When ordered drink replied needed pick business class customer service,Business Class,1,2,2,1,0,2,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Food and Beverage', 'Seating Comfort']"
1,BA nothing ease process,British Airways taking reservation cancelling flight without giving reason We plan needed cancelled flight BA nothing ease process offered absolutely no explanation flight cancelled I not going travel BA may not travel year,Business Class,1,1,1,1,0,1,1,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes']"
1,I dont even get apology,I flight booked January 2022 send email beginning December informing flight changed My second flight moved next day making layover 26 hour called told cancel What kind answer I mean I still need fly I going booking another airline closer day I flying expensive It big inconvenience I dont even get apology cancel,Economy Class,1,1,1,1,0,3,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes']"
1,whole experience stressful costly,I future travel voucher Singapore London I thought would perfect flight relocate home Id impression simple process call book onto route Id previously paid previously cancelled BA new date How wrong I First I pay top flight significant amount equivalent around value original flight redemption ticket part cash part airmiles This price increase fact I flying peak time The extra charge also meant I overall paid face value online price time ticket flight well still keeping airline Id redeemed They explained online price redemption price differ thats system work However I taken refund I would lost lot money administration fee They desperate situation I losing hundred pound no matter I I cut loss booked flight Or least I thought I The call centre agent previously explained working remotely no manager supervision no way escalate issue took card detail including full card number date CVC code explained flight ticket receipt payment extra bag would follow A week later I still no ticket no detail no charge card no booking reference nothing I called confirm The call centre agent I reached apologised advised would escalate booking team took card detail Once I waited another week sign booked onto flight Thus began cycle increasingly frequent desperate call British Airways repeatedly failed simple task booking flight spanning 6 week On Friday Monday flight I sat tear another BA call centre agent promised get flight book extra bag The next day around 48 hour I due fly I finally got booking reference yet still failed charge add extra bag Luckily I noticed check detail managed add bag online The whole experience stressful costly resulted spending hour day phone listening British Airways hold music Furthermore significant cutback BAs inflight catering service due COVID resulting smaller portion leaving quite hungry long flight Though Ive flown BA repeatedly problem past service gone significantly downhill,Economy Class,3,4,1,1,0,1,3,"['Refund & Compensation Disputes', 'Baggage Problems']"
2,British Airways rebooked Delta,Extremely disappointed In trip experience I Gold MVP 100000 miler Alaska Airlines My ticket travel wasnt linked Alaska Airlines When speaking Alaska representative confirmed due lack effort British Airways In accomplishing task I could look lack effort even though frustrating The Main issue ticketing Flt connection process I departed Egypt morning connecting ticket hand Once I arrived USA apparently Alaska AS 2449 flt changed 5 hour later flight completely different airline Delta Who without notifying customer I found trying go security In Seattle said ticket not valid I go Alaska Airline find What issue They explained British Airways rebooked Delta This took 30mins customer Service Then go Delta sort mess I frustrated,Economy Class,3,3,1,1,0,3,3,"['Overpriced & Poor Value for Money', 'Flight Delays & Cancellations', 'Airline Staff & Ground Services', 'Baggage Problems']"
4,British Airways happy encourage spread Covid,British Airways seems happy encourage spread Covid Took 7am flight T5 Heathrow Paris CDG 22nd November boarded bus remote gate The bus driver insisted packing bus maximum possible load standing door telling customer squeeze right not leaving terminal bus full The result passenger bus packed tight maximum facial distancing 15cms A second coach aircraft followed minute later 15 customer It shameful BA ground staff exercise no control nothing check bus boarding process whilst flight okay serf underline BA seem happy disregard Covid19 safety protocol airport environment In contrast recent Air France Iberia flight ground staff much disciplined actually try control customer Maybe underline laissez faire attitude Covid prevails UK,Business Class,3,4,1,3,0,4,3,"['Overpriced & Poor Value for Money', 'Flight Delays & Cancellations', 'Airline Staff & Ground Services', 'Food and Beverage']"
1,refused early check,I refused early check told come back 230pm 505pm departure There no staff 245 staff member inexperienced poor attitude taking lot time passenger,Business Class,1,3,1,2,0,3,3,"['Food and Beverage', 'Airline Staff & Ground Services']"
6,The crew failed work team,Check ok document scanned without problem The flight delayed 50 minute due crew member stuck M25 Not airline fault 3 replacement crew found boarding onto new A321 neo went ahead The club Europe cabin 12 row economy seat middle seat blocked For 511 tall I fit ok however anyone taller might struggle limited leg room The inflight service stop start affair nothing write home The crew failed work team You go galley get extra drink I even served cool coffee filter paper bottom cup Landing disembarking went without hitch included bus ride terminal Not BAs finest hour,Business Class,3,2,4,2,0,3,3,"['Food and Beverage', 'Airline Staff & Ground Services', 'Baggage Problems']"
2,Crew good seat uncomfortable,Checkin slow No app checkin could not check vaccine QR code online Check staff friendly BA Silver card holder no Stockholm lounge use Boarding fine plane worn Seats close together row 30 even worse Crew really professional happy seemed Arrival Heathrow total shamble BA777 landed 1250 no gate waited waited 25 minute Then BA jetty didnt work Then BA no step Very slow leave plane moderately mobile wheelchair passenger struggle step Everyone patient supportive terrible watch So BA skimping lounge plane condition gate Crew good seat uncomfortable,Economy Class,1,5,1,2,0,1,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Flight Delays & Cancellations']"
1,booked seat not available,After 1h queuing checkin desk I told booked seat not available Why sell seat not,Economy Class,3,3,1,1,0,3,3,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
1,penny pinching BA club class,Outbound seated row 10 I told run chosen food option shepherd pie I settle gnocchi The steward temerity blame food supplier BA could not get better one On return boarding back not priority seated row 12 I last half glass champagne one passenger row 12 declined Food rigatoni vegetable Overall penny pinching BA club class Dreadful not u,Business Class,3,3,2,1,0,1,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Seating Comfort']"
1,They unorganized slow,3 hour standing line boarding pas Airline would not allow obtain boarding pas electronically Then said flight overbooked adult daughter got bumped flight And yes used VeriFLY My flight delayed least 30 minute They unorganized slow Getting seat advanced not performed like airline You wait even though I paid Avoid airline cost Absolute worst,Economy Class,1,2,1,1,0,2,2,"['Overpriced & Poor Value for Money', 'Flight Delays & Cancellations', 'Baggage Problems']"
2,Customer service non existent,I trying get hold BA change return flight past week I cant change online Im flying another city service unavailable online Ive tried live chat several time waited 25 hour told there no one available business hour I tried calling line always drop end Customer service non existent However course call new booking line someone immediately pick course however cant help put anyone apparently Shambolic excuse airline doesnt deserve national airline I havent problem Ive flying throughout covid work unfortunately Its easier change flight domestic Latin American Airlines I dont even speak Spanish,Economy Class,2,3,2,2,0,2,5,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes']"
2,customer service shamble,This whole experience sickening 35 grand spent holiday customer service shamble Drop menu drop menu not stating I wanted complain Would not even allow add tier point The flight London marred problem In London received upgrade email fast track VIP lounge due amount spent This never happened treated pauper wherever showed email We change plane side airfield The resort Riu Paradise Beach riddled bad food drug bad attitude complained fobbed knew no BA staff sound The return journey shamble delay finally arriving back Manchester completely exhausted needing another holiday There light end horrid tunnel Virgin Atlantic started route month Now know better option,Economy Class,2,2,1,1,0,2,2,"['Refund & Compensation Disputes', 'Flight Delays & Cancellations', 'Baggage Problems', 'Food and Beverage']"
4,Poorly mismanaged service,Poorly mismanaged service time Disappointed huge queue due unavailability attendant counter wait around 15 hour check Then came boarding wait passage 1530 min Finally thought thing better reaching London next boarding pas not scanned Around 1520 passenger including wait 745 140 next flight On boarding next flight no space keep luggage Journey really hectic not expect BA,Economy Class,3,2,2,3,0,2,3,"['Flight Delays & Cancellations', 'Baggage Problems']"
2,Their customer service shamble,Currently dreading flight BA considering hung mum customer service line twice not reply via called Live Chat All wanted find two flight booked mum name plus flight dad not one We wanted able make name change Absolutely impossible Their website unusable Their customer service shamble They couldnt change name Told shouldve done booking carefully Well youre going people making mistake So maybe change website make change flight Like hello 21st century You button saying Change name Anyways not point The woman phone started raising voice u wasnt making clear Then I gave towards end call I said thanks help Ill deal la got cut 50 minute got nothing All I say good luck,Premium Economy,4,4,1,3,0,3,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes']"
3,Whod thought BA could ever make Ryanair look like attractive option,What happened British Airways The whole preflight experience prehistoric appear gone back 80 make passenger physically queue manually check adding hour journey not mention ridiculous bunch people together big slow queue On premise due covid precaution They airline making passenger cant even open desk 200 passenger two check staff like post office 1980 Apart aircraft cabin crew literally everything else airline disintegrated point theyre not reliable enough use business purpose attitude towards exec club member loyal customer disgrace Ive chosen insisted upon BA business personal travel decade accumulated lot air mile I also not one two BA Amex companion voucher cost 40k spending earn tell much Ive supported airline despite shocking decline recent year In last year Ive booked 6 BA flight 1 personal 5 business flight two colleague taking money wasting time planning itinerary 5 6 cancelled forcing tear plan pay double last minute alternative airline personal one St Lucia cancelled return 2 day flying forcing cancel holiday fly back immediately risk stuck 6 week That cost 2500 holiday offered nothing way compensation A couple week ago I noticed one Amex companion voucher apparently going expire Nov 12th year I tried speak As World largely closed since March 20 I assumed would straightforward extend voucher time holiday destination properly open not mention experience dealing routinely cancelled flight reluctance risk third person another holiday 2 day going around circle speaking really bad English people no empathy even live country I finally got someone BA told no wont extend voucher Im even shareholder level treatment disrespect I not spend another penny airline Im not even going bother using second voucher Ive cancelled BA Amex I work music business managing tour band I reckon I book 1000 flight year satisfaction knowing attitude cost Roll inevitable BA administration least somebody else buy cheap start rebuilding Worlds Favourite Airline ridiculed Whod thought BA could ever make Ryanair look like attractive option,Economy Class,4,5,1,1,0,3,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Baggage Problems', 'Food and Beverage']"
1,clear case BA misselling,I booked paid I thought business class seat flight Athens What I got premium economy seat The first nine row business class seat row 10 16 premium economy cabin added business class section less comfortable seat didnt fully recline unlike seat row 1 9 I row 11 This not case snobby simply point principle clear case BA misselling Had I known prior I would paying business class price seat less comfortable business class passenger flight I wouldnt booked I complained board along several passenger also resented scammed way I also made formal complaint BA fobbed Apparently long running scam I dont know get away,Business Class,2,4,4,1,0,4,3,"['Overpriced & Poor Value for Money', 'Seating Comfort']"
1,voucher valid another two year,Terrible customer service Booked flight Covid Couldnt go still cant go border still closed I wasnt given option told I take voucher Now I no job no plan travel refuse give money back although I booked flight Cayman I still havent able go They not provide service I paid refuse refund They not sympathetic understanding The voucher valid another two year I wonder many flight go I wonder many regulation Ive good customer feel I deserve better,Economy Class,3,3,3,1,0,3,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes']"
2,Checkin longer normal,This first flight pandemic understandable difficulty facing airline Checkin longer normal due vaccine check passenger locator form etc But return flight total mess Just two counter open economy one business There argument regarding vaccine check two BA staff contradicting It took hour ten minute check resulting flight delay On board I not expecting great service Seating extremely uncomfortable 29 inch pitch 17 inch wide seat bearable hour half flight On board service packet crisp small bottle water another no eye contact handed However I pleased disembarking passenger let group despite idiot decided stand get hand luggage aircraft still taxing gate The cabin crew manage force back seat close locker,Economy Class,1,1,1,2,0,1,3,"['Flight Delays & Cancellations', 'Seating Comfort', 'Baggage Problems', 'Food and Beverage']"
1,no response emailsmessages,I booked flight Heathrow Friday 27th August 2021 fly Manchester Airport On arrival Heathrow check British Airways staff informed I booked flight seat name mistake I offered pay fee get second seat changed sister name British Airways refused u board sent u home However staff member I spoke desk promised email u flight voucher I would get shortly I could fly another time BA since not offer refund I never received flight voucher I chased numerous time phone BA staff said error no flight voucher would sent They no record staff member spoke promised voucher say I no show inaccurate I sent numerous email BA explaining happened asking form promised voucher I no response emailsmessages One BA staff member phone said I track lady I spoke Heathrow ask remembers So ludicrous I not take name I doubt would remember since see hundred BA customer day,Economy Class,3,3,1,1,0,3,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Flight Delays & Cancellations']"
1,crew unorganised,We flown BA many year never alternative Booked paid Club class flight Didnt receive meal drink onboard crew unorganised We delayed ground 30 minute prior departing plenty time prepare inflight service delayed air They commenced service albeit slowly abandoned closed service altogether The crew never even decency speak u apologise person even tannoy Complained BA received apology email usual fell short standard generic speech no offer partial refund Avios compensate lack service,Business Class,2,1,1,1,0,3,3,"['Food and Beverage', 'Refund & Compensation Disputes', 'Flight Delays & Cancellations']"
1,national flag carrier comfortably performed budget airline,Ive book six flight BA recently All either cancelled significant time change The latest flight late Heathrow missed connecting flight even though wed scheduled around 2 hour flight BA staff Heathrow rude generally clueless part They couldnt get u destination within 24 hour scheduled arrival time We booked easyJet flight Gatwick instead pay get Gatwick A complaint registered several week ago no response far Perhaps BA backlog complaint way performing moment Its embarrassment national flag carrier comfortably performed budget airline appears case moment,Economy Class,1,1,1,1,0,1,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Flight Delays & Cancellations']"
2,got hotel no dinner u,The service got super inconsistent BA management diverted flight unprofessional lacked shred empathy The flight London I business class I asked mini bottle champagne I always treat cabin crew member said I cant give bottle glass However crew member giving bottle passenger row one two 3 I asked top staff said not finished business cabin case would run Out The crew not pick choose one passenger another change service not fair We got diverted volcano ash impacting Tenerife needed refuel Gran Canaria 20 min Tenerife diverted Malaga We got e mail clearly stating meal accommodation crew also said got hotel no dinner u no room service Breakfast eight bus airport also eight could 750 grab something buffet run coach I diverted flight got dinner breakfast,Business Class,3,1,1,1,0,2,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Airline Staff & Ground Services', 'Baggage Problems']"
3,Such indifference lackadaisical attitude,Such terrible service Club World Such indifference lackadaisical attitude Hardly service Everything asked gotten Asked cup tea flight saywhaa I said cup tea said yesasked wanted milk sugar Brought lukewarm tea 2 sugar sachet no spoon stirrer Pushed bell stirrer wait full 3 min someone came eventually spoon drink cold tea Seriously BAwhat Is welcome back people fly,Business Class,3,1,3,4,0,1,2,"['Food and Beverage', 'Baggage Problems']"
3,No check staff Economy,No check staff Economy Never experienced While Business passenger strolled Economy passenger left standing 90 min plus,Economy Class,4,4,1,1,0,1,3,"['Overpriced & Poor Value for Money', 'Flight Delays & Cancellations', 'Food and Beverage', 'Seating Comfort']"
1,No refund flight cancelled,No refund flight cancelled 14 month ago provided ticket voucher valid 30 April 2022 Tickets bought Edreams June 16 2020 flight July 7 2020 Geneva So Paulo London British Airways round trip The LHRGRU flight cancelled without explanation I contacted Edreams BA number time last 14 month not refund 461 Euros I paid,Economy Class,3,3,3,1,0,3,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes']"
2,I wasnt allocated seat,Stranded lounge I wasnt allocated seat This flight I booked month ago I didnt want use forced Emirates wasnt available I advise traveler shun look customer friendly option,Economy Class,3,3,1,3,0,3,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Baggage Problems', 'Seating Comfort']"
